transaction_id,customer_id,fecha,tipo,monto,moneda,canal
T-100394,C-1368,12-18-2024,dep,3556.64,Dólar,app
T-100395,C-893,04-14-2024,dep,3406.96,Dólar,App
T-100396,C-1023,08-04-2025 12:39,retiro,1418.2,eur,sucursal
T-100397,C-267,07-26-2025,RETIRO,4068.17,Peso,web
T-100398,C-984,2024-06-22 02:03:26,RETIRO,970.92,usd,web
T-100399,C-1377,06/05/2025,deposito,2836.6,usd,WEB
T-100400,C-1340,03-20-2024,DEPOSITO,2793.59,USD,App
T-100401,C-1402,06-26-2024,ret,"-4600,52",Dólar,web
T-100402,C-1414,2024-10-16 15:03:57,deposito,138.03,Euro,sucursal
T-100403,C-1039,08-19-2025,RETIRO,4337.48,Dólar,cajero
T-100404,C-84,08-22-2024,ret,138259.3,Euro,cajero
T-100405,C-1038,11-09-2025,ret,1858.75,Pesos,App
T-100406,C-1248,16/01/2026,deposito,4990.04,MXN,WEB
T-100407,C-757,05-27-2024,ret,107348.4,eur,app
T-100408,C-1291,17/02/2024,DEPOSITO,1722.62,MXN,app
T-100409,C-1220,14-07-2025 05:40,DEPOSITO,4004.01,MXN,cajero
T-100410,C-452,2025-08-09 06:42:36,ret,4284.53,mxn,sucursal
T-100411,C-800,17/11/2025,RETIRO,109165.88,Euro,web
T-100412,C-734,2025-06-03 03:26:54,wd,3793.96,Euro,App
T-100413,C-987,20/08/2025,wd,4428.41,eur,WEB
T-100394,C-370,10-21-2024,deposito,1150.82,Pesos,sucursal
T-100415,C-108,2024-04-11 13:30:31,dep,"-3616,23",EUR,sucursal
T-100416,C-72,2026-01-28 08:05:55,INGRESO,2811.3,MXN,sucursal
T-100417,C-1450,04-14-2025,RETIRO,4523.24,Pesos,cajero
T-100418,C-1437,13-08-2024 11:30,dep,697.51,Dolar,cajero
T-100419,C-1357,11/11/2025,wd,3185.38,Pesos,App
T-100420,C-973,22-03-2024 16:16,wd,-407.51,Pesos,app
T-100421,C-1156,2024-03-10 09:33:20,INGRESO,1464.6,MXN,cajero
T-100422,C-1412,02/08/2024,ret,"1634,22",mxn,cajero
T-100423,C-1154,2024-05-02 22:47:38,retiro,487.57,eur,WEB
T-100424,C-52,11-23-2024,dep,64.47,EUR,App
T-100425,C-665,04-26-2025,deposito,3178.41,MXN,app
T-100426,C-542,02-11-2025,dep,"4087,19",Dolar,cajero
T-100427,C-223,03-08-2025,retiro,1667.29,EUR,app
T-100428,C-229,25-04-2024 02:58,INGRESO,137863.63,mxn,app
T-100429,C-877,2025-02-22 16:18:59,retiro,1275.73,eur,WEB
T-100430,C-209,10-01-2026 06:09,DEPOSITO,842.09,Peso,sucursal
T-100431,C-187,25-09-2024 19:48,deposito,4412.95,Dólar,App
T-100432,C-1221,2025-09-03 18:07:12,deposito,2676.82,USD,web
T-100433,C-751,08/05/2025,wd,1444.65,EUR,cajero
T-100434,C-1459,07/08/2025,deposito,1248.93,MXN,WEB
T-100435,C-171,05-23-2025,RETIRO,3791.44,usd,app
T-100436,C-87,14/12/2024,deposito,3878.52,Pesos,web
T-100437,C-113,18/07/2024,INGRESO,-2025.84,usd,WEB
T-100438,C-584,06/04/2024,ret,3920.32,MXN,web
T-100439,C-1324,20/04/2024,RETIRO,13836.02,Pesos,WEB
T-100440,C-692,04-11-2024,ret,1570.26,Peso,web
T-100441,C-187,11/08/2025,RETIRO,1351.62,Euro,cajero
T-100442,C-307,01-10-2025 13:28,INGRESO,3857.71,Euro,cajero
T-100443,C-37,2025-09-17 04:09:51,ret,1244.9,MXN,cajero
T-100444,C-1404,05-11-2025 05:56,wd,4316.52,eur,WEB
T-100445,C-998,2024-10-16 23:51:19,ret,1217.66,Peso,cajero
T-100446,C-696,06-04-2025,ret,1677.16,eur,app
T-100447,C-1455,2025-09-19 02:51:08,INGRESO,2615.48,Pesos,WEB
T-100448,C-243,2024-05-04 13:35:32,deposito,1616.48,Dólar,cajero
T-100449,C-965,29-01-2024 04:12,wd,"1074,59",Peso,WEB
T-100450,C-1431,30/06/2024,ret,2239.45,USD,WEB
T-100451,C-1337,11-27-2025,dep,4900.41,Dolar,App
T-100452,C-1060,09-09-2025 21:49,INGRESO,3769.79,mxn,app
T-100453,C-609,05-02-2024,DEPOSITO,4758.11,usd,sucursal
T-100454,C-1205,08-10-2025 18:20,RETIRO,2506.19,Euro,web
T-100455,C-147,06-04-2024,INGRESO,"926,51",USD,App
T-100456,C-70,08-10-2024,RETIRO,-2673.61,Pesos,sucursal
T-100457,C-851,2024-05-30 17:59:19,deposito,795.61,USD,sucursal
T-100458,C-691,2025-11-04 14:54:13,INGRESO,2641.88,mxn,web
T-100459,C-995,24-09-2025 19:22,ret,2210.99,Euro,WEB
T-100152,C-314,2024-03-16 08:13:06,deposito,4180.08,Pesos,web
T-100461,C-1070,02-15-2024,RETIRO,"3272,62",Pesos,web
T-100462,C-339,28-08-2025 21:37,deposito,75610.64,Euro,sucursal
T-100463,C-640,11-11-2024 12:03,retiro,1424.16,Peso,sucursal
T-100464,C-1005,19-03-2025 03:24,INGRESO,3685.64,Peso,app
T-100465,C-644,2025-05-09 01:07:56,DEPOSITO,87624.46,MXN,WEB
T-100466,C-479,03-01-2025,deposito,3765.65,Peso,cajero
T-100467,C-947,06-14-2024,RETIRO,1141.34,EUR,app
T-100468,C-1255,11/09/2024,dep,134835.05,Peso,app
T-100469,C-426,09/04/2025,deposito,194.43,EUR,web
T-100470,C-1338,23-08-2025 19:49,deposito,-4678.73,Peso,sucursal
T-100471,C-99,10-01-2024,RETIRO,"1838,42",EUR,App
T-100472,C-529,14/02/2024,retiro,3934.23,Dólar,app
T-100473,C-731,2024-05-14 00:50:26,dep,3099.05,usd,WEB
T-100474,C-752,24-08-2024 00:33,retiro,132919.18,Euro,sucursal
T-100475,C-342,31/12/2025,dep,819.22,mxn,WEB
T-100476,C-1156,05-12-2024 19:38,deposito,4379.66,Euro,WEB
T-100477,C-1477,26/01/2025,dep,2324.82,USD,WEB
T-100478,C-41,02-12-2024 17:03,wd,2838.98,eur,App
T-100479,C-553,2025-10-22 14:10:23,retiro,4674.61,mxn,WEB
T-100480,C-51,04/09/2025,dep,4081.55,USD,WEB
T-100481,C-1144,20/05/2024,INGRESO,"4745,68",EUR,sucursal
T-100482,C-1212,05-29-2025,retiro,799.92,Dólar,web
T-100483,C-1424,03-05-2025,RETIRO,383.04,Euro,App
T-100484,C-1436,14-11-2025 12:52,DEPOSITO,4380.82,eur,App
T-100485,C-1000,2024-03-14 17:52:02,DEPOSITO,"2601,08",Pesos,cajero
T-100486,C-44,2025-03-26 08:24:30,dep,3485.53,USD,cajero
T-100487,C-594,06-15-2024,INGRESO,2886.9,Euro,app
T-100488,C-1182,2025-03-19 19:33:50,wd,1560.68,MXN,App
T-100489,C-105,09-16-2025,ret,2447.77,Dólar,cajero
T-100490,C-1233,10-12-2024 23:15,dep,253.31,EUR,cajero
T-100491,C-1169,2025-02-22 13:55:56,INGRESO,"1464,82",eur,cajero
T-100492,C-1040,2024-10-21 15:20:21,retiro,1534.17,EUR,App
T-100493,C-480,19-12-2025 02:29,INGRESO,"1251,16",Dolar,sucursal
T-100494,C-1039,19-10-2025 21:27,RETIRO,1697.64,usd,cajero
T-100495,C-424,03/04/2024,RETIRO,725.95,Euro,sucursal
T-100496,C-319,29/02/2024,retiro,3569.09,Euro,cajero
T-100497,C-953,2025-02-22 16:17:25,retiro,646.44,Pesos,cajero
T-100498,C-854,2024-09-12 10:26:42,RETIRO,3646.16,usd,app
T-100499,C-1121,02-20-2024,deposito,-3427.39,Euro,WEB
T-100500,C-1070,05/06/2025,deposito,1902.94,Euro,App
T-100501,C-208,22-05-2024 00:15,dep,901.54,usd,WEB
T-100502,C-1421,05-13-2025,retiro,39118.54,MXN,web
T-100503,C-669,04-09-2024,wd,1091.03,Peso,cajero
T-100504,C-1224,03/07/2025,ret,2022.29,USD,web
T-100505,C-1246,10-01-2025,wd,-1779.39,Dólar,app
T-100506,C-652,02-09-2025 05:44,deposito,3491.05,MXN,sucursal
T-100507,C-692,03-11-2025 21:35,RETIRO,1071.34,EUR,app
T-100508,C-153,22/04/2025,DEPOSITO,973.7,Euro,sucursal
T-100509,C-1179,2024-09-28 17:23:47,INGRESO,"-2590,98",Dolar,sucursal
T-100510,C-475,10/06/2024,RETIRO,3403.76,Peso,WEB
T-100511,C-24,2025-05-23 11:15:11,INGRESO,-1527.23,Pesos,app
T-100512,C-192,2026-01-09 14:22:16,INGRESO,2435.32,EUR,app
T-100513,C-1435,23/05/2025,INGRESO,1955.62,EUR,sucursal
T-100514,C-1252,04-13-2024,INGRESO,2399.5,mxn,cajero
T-100515,C-132,29-02-2024 16:48,ret,258.88,Euro,WEB
T-100516,C-1119,05-19-2024,INGRESO,4751.82,EUR,sucursal
T-100517,C-833,09-06-2025,deposito,2723.08,Euro,App
T-100518,C-1311,05-07-2024,deposito,3488.69,Pesos,WEB
T-100519,C-1300,2025-06-27 14:02:11,wd,3005.05,Euro,web
T-100520,C-1445,03-30-2025,dep,1863.73,MXN,sucursal
T-100521,C-1092,21-10-2024 09:26,retiro,164841.39,Dólar,web
T-100522,C-958,01/12/2024,RETIRO,"4637,47",MXN,sucursal
T-100523,C-1207,08-08-2024,dep,3084.02,Euro,app
T-100524,C-1258,24/11/2024,dep,4565.06,Dolar,app
T-100525,C-168,06-11-2024,dep,2064.06,USD,web
T-100526,C-829,2025-02-18 10:43:26,deposito,1112.09,Pesos,App
T-100527,C-1372,25-05-2025 15:14,wd,559.42,Dólar,web
T-100528,C-203,2025-03-05 11:55:32,deposito,-268.3,mxn,App
T-100529,C-970,22-01-2026 01:34,retiro,1016.58,Pesos,WEB
T-100530,C-1203,12-04-2025,ret,4170.62,Dólar,WEB
T-100531,C-304,11-09-2025,dep,2234.66,USD,cajero
T-100532,C-363,14/04/2025,wd,3034.47,EUR,App
T-100533,C-1180,2024-05-13 03:05:27,INGRESO,502.24,Dólar,WEB
T-100534,C-446,2025-08-05 06:37:17,DEPOSITO,798.93,Peso,web
T-100535,C-1050,2025-12-18 03:43:35,DEPOSITO,793.53,Dólar,app
T-100536,C-538,2025-04-11 15:54:37,wd,4585.9,Dólar,App
T-100537,C-1318,12-25-2024,ret,4687.15,MXN,cajero
T-100538,C-1415,21-05-2025 13:33,wd,2626.25,mxn,WEB
T-100539,C-106,30-04-2025 20:58,deposito,-3961.05,Dolar,app
T-100540,C-669,09-24-2025,DEPOSITO,3362.6,EUR,app
T-100541,C-945,2025-01-13 02:43:12,DEPOSITO,"3648,28",Pesos,WEB
T-100542,C-1302,26-10-2024 09:55,dep,180171.61,EUR,cajero
T-100543,C-612,09-10-2025,DEPOSITO,540.91,usd,App
T-100544,C-884,02-01-2025 21:15,dep,630.47,USD,App
T-100545,C-131,16/05/2025,ret,4545.39,usd,web
T-100546,C-1229,23-08-2024 12:50,DEPOSITO,28930.09,eur,WEB
T-100547,C-1027,25-02-2025 06:54,ret,93129.02,mxn,App
T-100548,C-992,03-14-2025,retiro,-1878.62,usd,App
T-100549,C-633,04-01-2025,INGRESO,2049.98,eur,web
T-100550,C-1016,08-25-2025,ret,863.93,Euro,app
T-100500,C-697,2024-10-02 06:42:08,RETIRO,1613.02,USD,sucursal
T-100552,C-1403,2024-05-31 12:07:36,dep,1300.79,Pesos,sucursal
T-100553,C-276,2024-10-28 18:33:35,deposito,50184.9,Peso,sucursal
T-100386,C-212,03-31-2025,RETIRO,142554.72,Euro,App
T-100555,C-521,01-21-2025,RETIRO,3762.61,Euro,WEB
T-100556,C-842,26-10-2024 23:44,dep,"664,42",Dólar,WEB
T-100557,C-912,2024-12-01 17:26:31,ret,719.85,eur,sucursal
T-100558,C-109,06/06/2024,retiro,-3678.61,Euro,WEB
T-100559,C-976,04-14-2024,retiro,2087.51,USD,cajero
T-100560,C-110,2025-05-23 01:42:15,RETIRO,1367.56,EUR,sucursal
T-100145,C-1142,22-03-2024 03:02,deposito,175058.1,eur,web
T-100562,C-33,23-03-2025 01:59,dep,4266.45,EUR,web
T-100563,C-15,10-01-2026 08:36,ret,3676.51,MXN,cajero
T-100564,C-851,01/02/2025,DEPOSITO,"-1960,44",EUR,app
T-100565,C-1168,07-02-2025,deposito,119906.8,USD,app
T-100566,C-1250,08-08-2025,wd,"43950,3",Dolar,WEB
T-100567,C-1317,01-19-2025,ret,3569.62,USD,cajero
T-100568,C-564,15/02/2025,deposito,4943.52,USD,sucursal
T-100569,C-1263,16/07/2024,ret,-2328.59,EUR,web
T-100570,C-1039,01/05/2025,retiro,-108.45,mxn,app
T-100571,C-747,02-15-2025,wd,1789.86,eur,app
T-100572,C-1461,29/09/2024,RETIRO,1483.11,EUR,WEB
T-100573,C-1359,2025-12-13 22:45:19,dep,522.96,Euro,App
T-100574,C-1431,04-05-2025 07:31,deposito,"1571,12",MXN,sucursal
T-100575,C-5,2024-11-27 23:44:29,DEPOSITO,"-3502,35",eur,web
T-100576,C-1435,18-11-2025 06:42,RETIRO,"1737,39",Dolar,app
T-100577,C-761,08-08-2025,wd,3108.72,MXN,cajero
T-100578,C-1163,2026-01-06 13:10:39,DEPOSITO,870.73,Peso,sucursal
T-100579,C-182,2024-10-01 16:59:35,retiro,4858.27,Pesos,WEB
T-100580,C-715,14/01/2025,INGRESO,135490.98,Euro,App
T-100581,C-813,18-07-2024 18:52,dep,2882.47,Euro,App
T-100582,C-246,14-07-2025 06:59,deposito,3582.39,Dolar,app
T-100583,C-1417,10-03-2025,dep,175.07,eur,App
T-100584,C-925,06-16-2025,dep,-1701.89,eur,cajero
T-100585,C-1230,2025-07-01 10:05:39,ret,896.74,mxn,cajero
T-100586,C-625,12-05-2024 21:34,RETIRO,1308.58,usd,sucursal
T-100587,C-1328,10-12-2025 16:10,wd,3541.63,eur,cajero
T-100588,C-492,05-10-2024,dep,3258.72,Pesos,web
T-100589,C-1366,09-09-2025 14:11,ret,2872.08,Pesos,app
T-100590,C-1197,05-30-2024,RETIRO,1435.87,Peso,web
T-100591,C-840,2025-06-12 22:49:35,wd,114491.92,Pesos,web
T-100592,C-1461,07-25-2025,INGRESO,1680.09,usd,App
T-100593,C-604,07/06/2024,retiro,3208.88,usd,sucursal
T-100594,C-337,11-03-2025 15:32,INGRESO,448.55,Dólar,sucursal
T-100595,C-544,28-07-2024 19:52,retiro,2087.14,USD,App
T-100596,C-396,2025-12-24 22:21:59,DEPOSITO,598.67,Dólar,cajero
T-100597,C-1057,10-06-2024 08:10,wd,1488.11,Pesos,WEB
T-100598,C-324,15/01/2026,deposito,"4173,85",EUR,web
T-100599,C-322,2025-01-28 06:11:44,retiro,"2656,31",eur,web
T-100600,C-399,02-01-2024,dep,"3847,67",EUR,App
T-100601,C-204,2024-05-21 16:55:19,deposito,2822.83,Dólar,cajero
T-100602,C-829,10-10-2024 17:19,INGRESO,108867.73,Euro,WEB
T-100603,C-770,2025-06-06 05:40:41,dep,-570.2,EUR,WEB
T-100604,C-92,2025-05-09 07:15:57,dep,3358.56,mxn,app
T-100605,C-295,2024-07-11 03:14:35,RETIRO,1282.05,mxn,app
T-100606,C-1235,12-05-2024,dep,3261.42,EUR,cajero
T-100607,C-1109,2025-10-09 20:19:49,DEPOSITO,1367.22,eur,web
T-100608,C-218,07/01/2025,DEPOSITO,144925.36,eur,app
T-100609,C-1272,2024-09-17 15:17:29,DEPOSITO,2364.61,Pesos,cajero
T-100610,C-1326,08-05-2025 20:54,RETIRO,2022.14,USD,app
T-100611,C-376,21-10-2025 15:11,wd,1104.02,Dolar,WEB
T-100612,C-157,21/06/2025,INGRESO,3348.1,eur,cajero
T-100613,C-455,14-01-2026 00:13,DEPOSITO,-2542.29,MXN,app
T-100614,C-1257,17-12-2024 19:45,DEPOSITO,3902.26,Pesos,sucursal
T-100615,C-357,08/02/2024,wd,1916.87,Dolar,App
T-100616,C-1120,25-02-2024 16:23,INGRESO,3821.46,mxn,WEB
T-100617,C-1206,2026-01-07 19:34:19,retiro,"17226,29",Dólar,web
T-100618,C-276,21/10/2024,DEPOSITO,-2120.49,eur,App
T-100619,C-748,08-19-2025,ret,519.5,MXN,web
T-100620,C-1206,2026-01-06 22:38:18,wd,4162.69,usd,App
T-100621,C-1052,2025-03-04 09:40:44,dep,3153.25,Pesos,App
T-100622,C-263,2025-06-03 19:12:30,RETIRO,4803.54,mxn,cajero
T-100623,C-1367,2025-03-14 12:12:46,deposito,"4963,3",Dolar,web
T-100624,C-1355,2025-07-14 19:10:30,RETIRO,-2129.42,Peso,app
T-100625,C-316,20-09-2025 12:06,wd,4314.84,Pesos,web
T-100626,C-201,2025-06-19 17:47:49,wd,3450.64,Peso,cajero
T-100627,C-407,29-05-2025 02:36,RETIRO,557.37,Peso,web
T-100628,C-1037,21-02-2024 18:41,wd,2467.22,USD,sucursal
T-100629,C-1436,2024-04-30 10:49:38,dep,2571.4,MXN,web
T-100630,C-1022,21-12-2024 17:58,wd,4055.77,usd,WEB
T-100631,C-1198,15/09/2025,RETIRO,1510.41,EUR,app
T-100632,C-453,09-30-2025,dep,376.74,Peso,web
T-100633,C-875,12-06-2024,DEPOSITO,32313.89,usd,app
T-100634,C-387,02/10/2025,deposito,4340.12,Dólar,web
T-100635,C-970,10-09-2024,INGRESO,"4635,81",Dólar,app
T-100636,C-738,17-05-2025 00:31,retiro,"1252,12",MXN,App
T-100637,C-786,29/04/2024,INGRESO,355.76,MXN,cajero
T-100638,C-92,26-12-2025 03:38,wd,-915.63,Dólar,sucursal
T-100639,C-643,10-15-2024,INGRESO,3038.31,Peso,sucursal
T-100640,C-1212,2024-09-11 22:11:58,dep,113.57,USD,WEB
T-100641,C-1316,03-21-2024,dep,830.51,Euro,App
T-100642,C-432,27-06-2024 06:33,INGRESO,3881.46,mxn,web
T-100643,C-514,2024-03-03 04:28:08,retiro,17324.1,USD,WEB
T-100644,C-356,03-11-2025,wd,-832.64,USD,app
T-100645,C-577,11-01-2026 10:25,RETIRO,1369.7,Peso,cajero
T-100646,C-381,05/02/2024,ret,3231.55,usd,app
T-100647,C-593,17-01-2025 23:36,wd,2801.31,Pesos,App
T-100648,C-52,12-01-2024,wd,4622.51,usd,web
T-100649,C-1328,26/06/2025,dep,"3210,01",Dolar,WEB
T-100650,C-1184,15-03-2024 18:07,dep,1268.21,Peso,app
T-100651,C-478,14-06-2024 13:39,DEPOSITO,2513.33,eur,WEB
T-100652,C-413,09-10-2024 22:10,deposito,123566.81,Dolar,App
T-100653,C-488,25-09-2024 07:32,INGRESO,"4059,79",USD,cajero
T-100654,C-621,26-11-2024 20:24,ret,1478.94,Pesos,app
T-100655,C-77,2025-01-19 14:46:56,retiro,2026.49,Peso,web
T-100656,C-473,13-11-2024 03:09,wd,2765.02,USD,web
T-100657,C-783,2024-10-17 05:13:25,retiro,1290.25,mxn,sucursal
T-100658,C-191,2025-12-14 06:42:55,ret,3550.01,eur,App
T-100659,C-991,04-12-2024,wd,3277.65,eur,App
T-100660,C-271,03/08/2024,wd,327.9,MXN,app
T-100661,C-45,06-17-2025,INGRESO,2970.88,MXN,web
T-100662,C-995,2024-10-23 21:00:26,DEPOSITO,1172.73,Dólar,App
T-100663,C-1368,06-15-2024,INGRESO,4359.13,Dolar,cajero
T-100664,C-1316,2025-10-22 04:12:52,ret,602.93,mxn,app
T-100665,C-429,02-12-2024 08:48,DEPOSITO,"2058,64",eur,cajero
T-100666,C-1404,14/05/2025,retiro,4036.71,mxn,App
T-100667,C-1103,12-02-2025,deposito,150558.66,Euro,web
T-100668,C-527,12-07-2025,INGRESO,4968.7,USD,cajero
T-100669,C-903,2024-12-12 23:21:16,retiro,379.66,MXN,App
T-100670,C-789,2024-12-20 17:18:09,INGRESO,-1608.91,Dolar,cajero
T-100671,C-1350,27/02/2024,wd,-520.99,Peso,WEB
T-100672,C-1124,06-03-2024 13:49,retiro,106866.25,Dólar,sucursal
T-100673,C-945,12/12/2025,deposito,1449.16,eur,web
T-100674,C-625,2025-12-20 11:02:43,RETIRO,2293.29,USD,WEB
T-100675,C-282,10/11/2024,DEPOSITO,4419.32,Pesos,sucursal
T-100676,C-881,09-28-2025,dep,2807.25,EUR,App
T-100677,C-227,2025-07-16 07:58:58,RETIRO,2708.35,Euro,web
T-100435,C-419,10-23-2024,INGRESO,219.03,Peso,sucursal
T-100679,C-1072,2024-03-15 00:28:06,ret,4324.95,Peso,App
T-100680,C-409,2025-04-15 08:46:39,deposito,1757.26,eur,App
T-100681,C-210,26/04/2024,retiro,4857.25,eur,cajero
T-100682,C-1361,2024-12-18 12:58:45,ret,3042.29,Pesos,WEB
T-100683,C-1225,28-01-2025 05:23,RETIRO,1357.97,USD,app
T-100684,C-275,22/02/2024,ret,1527.78,Pesos,cajero
T-100685,C-236,2024-06-26 09:23:10,DEPOSITO,"2389,22",USD,app
T-100686,C-617,25-08-2024 13:42,deposito,4068.9,mxn,App
T-100687,C-304,25/06/2025,dep,1840.86,MXN,web
T-100688,C-1472,2024-05-18 17:44:55,RETIRO,2216.37,EUR,WEB
T-100689,C-1453,14/04/2025,ret,4590.07,eur,WEB
T-100690,C-517,18/10/2024,INGRESO,"98799,06",mxn,web
T-100691,C-1166,22-02-2025 06:49,dep,145.34,USD,WEB
T-100692,C-538,22-10-2025 06:34,deposito,156.52,Peso,App
T-100693,C-591,2025-04-22 15:05:46,ret,178367.11,Euro,cajero
T-100694,C-374,10-02-2025,dep,19344.03,Pesos,cajero
T-100695,C-1184,28-06-2024 20:28,DEPOSITO,4767.27,mxn,app
T-100696,C-846,07-22-2024,dep,"4390,95",EUR,App
T-100697,C-884,01-10-2025,retiro,2731.11,USD,app
T-100698,C-23,07-08-2024,DEPOSITO,"3556,21",MXN,sucursal
T-100699,C-591,12/09/2024,INGRESO,"543,8",eur,cajero
T-100700,C-1296,18/08/2025,INGRESO,777.72,eur,sucursal
T-100701,C-776,20/06/2024,dep,"3211,24",mxn,WEB
T-100702,C-1395,15/01/2025,ret,286.74,EUR,cajero
T-100703,C-852,09-26-2024,wd,"2971,41",MXN,WEB
T-100704,C-182,2025-04-30 12:35:24,RETIRO,3261.92,eur,App
T-100705,C-1427,01/01/2025,wd,4188.66,USD,cajero
T-100706,C-1437,2025-11-23 16:06:32,DEPOSITO,1979.4,Pesos,App
T-100707,C-1123,12-12-2024 16:06,INGRESO,3384.91,eur,sucursal
T-100708,C-588,2025-11-26 05:12:15,retiro,"1484,49",mxn,cajero
T-100669,C-1385,03-26-2024,RETIRO,1315.7,Euro,app
T-100710,C-581,11/11/2024,INGRESO,4658.56,EUR,cajero
T-100711,C-510,01-03-2025,RETIRO,2000.56,eur,cajero
T-100712,C-1159,2024-04-09 21:43:13,wd,3100.46,EUR,sucursal
T-100713,C-752,2025-10-26 13:36:14,deposito,3136.15,Dólar,App
T-100714,C-851,06-10-2025 16:20,dep,2046.35,usd,app
T-100715,C-790,2024-11-03 12:37:17,ret,3640.46,Dólar,sucursal
T-100716,C-1265,15-03-2025 18:23,dep,4939.34,USD,App
T-100717,C-767,02-19-2025,deposito,490.36,USD,web
T-100718,C-201,2024-07-17 05:32:38,DEPOSITO,3050.0,USD,App
T-100719,C-503,10-03-2024 19:44,deposito,"3075,25",mxn,web
T-100720,C-228,20/06/2025,wd,2422.29,MXN,web
T-100721,C-1462,2025-08-27 23:01:00,ret,2282.75,Dolar,WEB
T-100722,C-1190,12-18-2024,retiro,2788.43,MXN,WEB
T-100723,C-68,18/04/2025,RETIRO,3018.77,Euro,WEB
T-100724,C-1354,16-04-2025 14:42,RETIRO,3686.33,Peso,app
T-100725,C-1459,18/08/2025,RETIRO,4875.97,MXN,App
T-100726,C-813,2024-06-04 17:33:29,retiro,261.41,Dolar,cajero
T-100727,C-896,2025-02-11 23:15:31,RETIRO,3076.52,eur,web
T-100728,C-49,22-11-2025 05:26,retiro,2162.99,Pesos,web
T-100711,C-1213,11-28-2024,retiro,1972.62,Pesos,web
T-100730,C-37,2025-07-19 21:59:29,dep,961.11,Dolar,cajero
T-100731,C-1050,29-03-2024 11:24,DEPOSITO,4927.49,mxn,WEB
T-100732,C-496,11-05-2024,ret,1943.15,EUR,cajero
T-100733,C-656,15-03-2024 01:41,ret,1488.07,Euro,web
T-100734,C-996,03-01-2025 04:06,deposito,17898.24,Peso,cajero
T-100735,C-1395,05-05-2025,INGRESO,4917.74,Dólar,cajero
T-100736,C-1185,06/05/2024,DEPOSITO,1556.01,Euro,App
T-100737,C-1027,30/05/2024,DEPOSITO,2740.5,mxn,WEB
T-100738,C-735,22/06/2025,wd,1198.1,eur,sucursal
T-100739,C-139,05-01-2024,RETIRO,"54768,68",usd,app
T-100740,C-1029,2026-01-02 13:58:40,retiro,3716.89,Dólar,WEB
T-100741,C-1381,03/09/2025,retiro,"2202,65",Peso,sucursal
T-100742,C-309,27/11/2024,DEPOSITO,1837.72,Dolar,web
T-100743,C-1134,25-05-2024 00:33,INGRESO,805.21,EUR,WEB
T-100744,C-892,2024-08-11 20:31:14,ret,4413.13,mxn,sucursal
T-100745,C-1155,2024-07-16 09:31:50,dep,"4892,25",USD,cajero
T-100746,C-521,2025-09-16 08:19:51,RETIRO,4143.44,Pesos,WEB
T-100747,C-336,09-01-2024,INGRESO,3656.15,Dolar,app
T-100748,C-1191,02-04-2025 12:03,RETIRO,2394.29,EUR,WEB
T-100749,C-1031,03-04-2024,ret,1208.83,eur,cajero
T-100750,C-1300,23/10/2025,DEPOSITO,"-2808,64",eur,app
T-100751,C-709,2025-12-07 20:56:19,INGRESO,3501.46,Dolar,web
T-100752,C-501,11-08-2025 20:23,ret,"2207,53",USD,web
T-100753,C-795,04-19-2025,wd,-4618.11,Dólar,app
T-100754,C-563,2024-02-16 17:30:48,ret,1814.68,USD,web
T-100755,C-469,23/05/2024,deposito,116.34,Dolar,app
T-100756,C-1038,09-28-2024,INGRESO,"4828,15",Euro,sucursal
T-100757,C-1392,29/05/2025,INGRESO,2298.54,Pesos,app
T-100758,C-647,05-25-2024,DEPOSITO,125802.53,mxn,App
T-100759,C-174,02-26-2024,RETIRO,1348.74,USD,app
T-100760,C-837,24/07/2024,ret,2097.25,mxn,App
T-100761,C-1033,08-10-2024 17:04,dep,"4645,04",Peso,App
T-100762,C-754,29-03-2024 23:12,INGRESO,1872.47,USD,App
T-100763,C-1283,11-25-2025,deposito,2023.87,usd,cajero
T-100764,C-1452,12-11-2024,deposito,2488.21,Pesos,web
T-100765,C-995,06/04/2024,DEPOSITO,45864.07,MXN,app
T-100766,C-1047,03-10-2025,ret,10355.89,MXN,App
T-100767,C-823,2024-03-05 23:22:45,wd,2617.0,EUR,cajero
T-100768,C-1463,22-05-2025 21:33,dep,1911.25,MXN,app
T-100769,C-34,2025-05-20 23:51:18,retiro,4081.36,Peso,cajero
T-100770,C-974,26/11/2024,retiro,37614.07,Euro,cajero
T-100771,C-1422,21-05-2024 17:02,INGRESO,4212.17,Pesos,cajero
T-100772,C-23,06-02-2025,ret,3824.59,Peso,web
T-100773,C-572,06-01-2024,retiro,4479.08,usd,app
T-100774,C-472,09/08/2025,deposito,3338.99,Pesos,web
T-100775,C-958,28/03/2025,RETIRO,1958.64,eur,web
T-100776,C-258,2025-07-20 22:37:04,INGRESO,1847.26,Dólar,cajero
T-100777,C-474,2025-12-28 01:13:00,RETIRO,-4038.43,Euro,WEB
T-100778,C-1211,2025-04-22 12:28:03,RETIRO,4194.86,USD,cajero
T-100779,C-1269,2024-09-12 00:52:47,deposito,23494.79,EUR,sucursal
T-100780,C-455,09/12/2024,retiro,4600.73,Euro,sucursal
T-100781,C-1495,04-11-2025,deposito,809.54,Euro,app
T-100782,C-719,26/11/2025,INGRESO,22677.94,mxn,cajero
T-100783,C-900,12-05-2024 21:32,INGRESO,4418.39,EUR,WEB
