order_id,order_date,customer_id,country,payment_method,amount,discount_code
O-101331,2024-11-19,C-60,mx,tarjeta,
O-101332,01/06/2024,C-305,México,efectivo,BLACKFRIDAY
O-101333,05-17-2025,C-742,España,paypal,WELCOME
O-101334,08-Dec-2025,C-563,estados unidos,paypal,DESC10
O-101335,07/07/2024,C-991,MX,card,
O-101336,05-25-2025,C-15,Argentina,cash,
O-101337,2025-04-01,C-789,mx,cash,WELCOME
O-101338,08-08-2024,C-766,España,efectivo,
O-101339,2024-05-24,C-727,Estados Unidos,TC,NULL
O-101340,21-Feb-2025,C-434,ar,TD,
O-101341,2025-02-10,C-939,estados unidos,TC,WELCOME
O-101342,25-Jan-2026,C-485,mx,debit,WELCOME
O-101343,2025-03-03,C-590,México,credito,
O-101344,03-Sep-2024,C-461,españa,efectivo,
O-101345,08-21-2024,C-188,argentina,tarjeta crédito,WELCOME
O-101346,17-Feb-2024,C-112,ar,efectivo,
O-101347,2024-03-13,C-168,MX,card,DESC10
O-101348,10-Mar-2024,C-209,es,paypal,BLACKFRIDAY
O-101349,12-Jul-2025,C-839,México,cash,NULL
O-101350,2025-12-16,C-508,ES,pp,BLACKFRIDAY
O-101351,19/11/2025,C-452,mx,efectivo,
O-101352,2025-02-25,C-866,estados unidos,paypal,NULL
O-101353,02-27-2024,C-450,estados unidos,efectivo,
O-101354,01-Jan-2026,C-477,méxico,pp,
O-101355,23/01/2026,C-384,Argentina,debit,DESC10
O-101356,01/02/2025,C-182,méxico,debito,WELCOME
O-101357,17-Apr-2025,C-111,AR,cash,NULL
O-101358,02-08-2025,C-368,MX,efectivo,
O-101359,29/04/2024,C-672,méxico,paypal,
O-101360,08-07-2024,C-584,españa,efectivo,NULL
O-101361,28/09/2024,C-961,Estados Unidos,debit,NULL
O-101362,11-25-2024,C-146,AR,TC,
O-100259,27/04/2025,C-762,US,efectivo,
O-101364,2025-03-10,C-643,es,paypal,
O-101365,10/11/2025,C-473,ar,paypal,BLACKFRIDAY
O-101366,02-Jul-2024,C-318,Argentina,pp,
O-101367,03-24-2025,C-236,estados unidos,TC,
O-101368,01-09-2026,C-621,AR,efectivo,
O-101369,24/07/2024,C-426,España,paypal,
O-101370,29/05/2024,C-503,España,cash,DESC10
O-101371,2024-08-11,C-857,México,paypal,
O-100351,2025-04-22,C-670,España,cash,NULL
O-101373,03-05-2024,C-148,españa,credito,
O-101374,2024-09-30,C-689,US,credito,
O-101375,09-Feb-2025,C-503,Estados Unidos,credito,
O-101376,19/02/2024,C-78,US,credito,NULL
O-101377,2025-01-12,C-299,mx,tarjeta crédito,BLACKFRIDAY
O-101378,11/11/2025,C-246,México,TD,
O-101379,2024-10-20,C-442,ar,pp,WELCOME
O-101380,13-Oct-2024,C-495,argentina,cash,
O-101381,19/09/2024,C-256,MX,tarjeta,cupón
O-101382,04-Mar-2025,C-975,mx,tarjeta,DESC10
O-101383,2024-10-19,C-44,estados unidos,credito,
O-101384,08-Apr-2025,C-180,España,TC,DESC10
O-101385,16/07/2025,C-43,AR,efectivo,BLACKFRIDAY
O-101386,04-20-2024,C-165,mx,debito,NULL
O-101387,01-Jun-2025,C-56,Estados Unidos,cash,
O-101388,11-18-2025,C-822,méxico,efectivo,BLACKFRIDAY
O-101389,2024-06-05,C-286,es,cash,DESC10
O-100111,10-Jan-2026,C-512,méxico,pp,
O-101391,2024-07-30,C-596,ar,debit,NULL
O-101392,02-04-2025,C-154,españa,TD,NULL
O-101393,27/09/2024,C-164,mx,paypal,
O-101394,28/05/2025,C-997,us,pp,WELCOME
O-101395,24/05/2025,C-283,España,debit,NULL
O-101396,06/01/2025,C-51,Argentina,debito,NULL
O-101397,06-27-2025,C-91,méxico,credito,
O-101398,07-28-2025,C-657,España,pp,WELCOME
O-100012,03-12-2025,C-260,Argentina,pp,
O-101400,19-Mar-2025,C-351,méxico,debito,NULL
O-101401,25-Oct-2025,C-52,mx,credito,NULL
O-101402,19/09/2024,C-505,US,TD,
O-101403,01-21-2025,C-654,Argentina,TC,
O-101404,19-Apr-2025,C-516,us,pp,
O-101405,10-18-2025,C-801,AR,TD,
O-101406,12-02-2024,C-455,España,debit,NULL
O-101407,10-12-2024,C-737,AR,TD,NULL
O-101408,01-22-2025,C-862,MX,paypal,
O-101409,10-12-2025,C-569,MX,debito,NULL
O-100470,30/03/2025,C-469,méxico,cash,NULL
O-101411,12-May-2025,C-335,estados unidos,debit,
O-101412,2025-11-12,C-135,ar,tarjeta,
O-101413,07-Mar-2025,C-743,US,debito,
O-101414,19/02/2025,C-271,argentina,TD,
O-101415,26/08/2024,C-688,méxico,TC,cupón
O-100641,11-27-2025,C-32,méxico,pp,
O-101417,2025-01-21,C-58,estados unidos,debito,cupón
O-101418,08-14-2024,C-587,estados unidos,debit,cupón
O-101419,22/04/2024,C-42,ar,pp,WELCOME
O-101420,06-04-2024,C-849,españa,cash,BLACKFRIDAY
O-101421,01-21-2025,C-507,Estados Unidos,tarjeta,DESC10
O-101422,05-11-2024,C-302,españa,TC,
O-101423,06-02-2025,C-741,mx,debito,BLACKFRIDAY
O-101424,17/10/2024,C-128,US,paypal,
O-101425,16/03/2024,C-340,us,paypal,
O-100003,29-Aug-2025,C-932,España,TC,
O-101427,12-Oct-2025,C-336,España,cash,BLACKFRIDAY
O-101428,13-Oct-2024,C-827,Argentina,credito,NULL
O-101429,2024-12-11,C-316,Argentina,tarjeta crédito,WELCOME
O-101430,31/12/2025,C-793,estados unidos,debit,NULL
O-101431,2025-05-27,C-89,estados unidos,paypal,WELCOME
O-101432,07-Dec-2024,C-562,México,debito,BLACKFRIDAY
O-101433,06-26-2025,C-192,Argentina,debit,
O-101434,2025-12-26,C-591,US,cash,NULL
O-101435,02/06/2024,C-917,Estados Unidos,debit,WELCOME
O-101436,2025-11-22,C-692,US,efectivo,
O-101437,19/07/2024,C-280,argentina,cash,DESC10
O-101438,20/01/2026,C-765,mx,cash,WELCOME
O-101439,2025-02-12,C-964,Estados Unidos,card,
O-101440,06/06/2024,C-357,MX,TD,
O-101441,05-12-2025,C-322,AR,pp,
O-101442,2024-01-30,C-512,us,cash,
O-101443,12-22-2025,C-612,Argentina,debito,
O-101444,2026-01-18,C-276,Estados Unidos,pp,DESC10
O-101445,18/08/2025,C-241,US,efectivo,NULL
O-101446,2024-07-24,C-756,Estados Unidos,efectivo,BLACKFRIDAY
O-101447,22-Feb-2024,C-819,argentina,debito,BLACKFRIDAY
O-101448,2025-07-12,C-343,Estados Unidos,efectivo,
O-101449,15/11/2025,C-473,españa,TC,cupón
O-101450,10-Jan-2025,C-676,mx,efectivo,DESC10
O-101451,10-31-2024,C-788,AR,tarjeta crédito,
O-101452,06-09-2024,C-746,España,tarjeta crédito,WELCOME
O-101453,03-01-2024,C-386,España,credito,NULL
O-101454,05-Dec-2024,C-191,Argentina,debit,
O-101455,18-Jul-2024,C-782,estados unidos,debito,BLACKFRIDAY
O-101456,09-Feb-2025,C-849,México,TC,NULL
O-101457,09-12-2025,C-339,MX,paypal,
O-101458,04-17-2025,C-839,us,credito,NULL
O-101459,03-14-2024,C-964,AR,cash,
O-101460,04/05/2025,C-841,AR,debit,
O-101461,2025-02-21,C-300,España,efectivo,
O-101462,02-08-2024,C-393,Estados Unidos,cash,WELCOME
O-101463,14/07/2025,C-542,argentina,tarjeta,WELCOME
O-101464,31/03/2024,C-651,es,paypal,
O-101465,18-May-2024,C-790,US,debito,
O-101466,11-01-2025,C-160,us,debit,
O-101467,2025-06-28,C-301,Estados Unidos,paypal,
O-101468,2025-09-17,C-78,Estados Unidos,debit,DESC10
O-101469,21-Nov-2024,C-88,AR,paypal,BLACKFRIDAY
O-101470,06-Mar-2024,C-428,México,TC,BLACKFRIDAY
O-101471,07-11-2024,C-712,españa,efectivo,
O-101472,01-May-2025,C-686,estados unidos,debito,
O-100990,09-Feb-2024,C-456,argentina,TD,NULL
O-101474,2024-11-06,C-769,US,paypal,
O-101475,2025-10-02,C-734,AR,efectivo,
O-101476,13/06/2024,C-223,ES,tarjeta crédito,
O-101477,08/02/2025,C-71,Argentina,credito,WELCOME
O-101478,2025-10-18,C-975,US,pp,NULL
O-101479,03-27-2024,C-988,MX,tarjeta,
O-101480,30/08/2024,C-405,España,pp,DESC10
O-101481,2024-03-06,C-507,Estados Unidos,pp,BLACKFRIDAY
O-101482,01-03-2025,C-480,MX,cash,DESC10
O-101483,24/02/2025,C-266,mx,pp,
O-101484,2024-12-27,C-270,AR,credito,
O-101485,10/09/2024,C-975,ES,card,BLACKFRIDAY
O-101486,2024-04-03,C-302,us,TC,BLACKFRIDAY
O-101487,2024-11-29,C-271,AR,efectivo,WELCOME
O-101488,23/07/2025,C-801,MX,TD,NULL
O-101489,16/07/2024,C-409,mx,debit,NULL
O-101490,2025-04-08,C-603,México,cash,BLACKFRIDAY
O-101491,01/12/2024,C-221,argentina,pp,
O-101492,27-Jan-2025,C-703,Estados Unidos,tarjeta,BLACKFRIDAY
O-101493,31/10/2024,C-834,argentina,pp,
O-101494,10-10-2024,C-555,AR,paypal,NULL
O-101495,11/10/2024,C-806,argentina,TC,cupón
O-101496,05-09-2025,C-883,AR,TD,
O-101497,07-31-2025,C-80,argentina,efectivo,NULL
O-101498,21/09/2025,C-1,AR,pp,
O-101499,01/11/2024,C-310,méxico,TD,
O-101500,27/03/2024,C-159,ar,tarjeta crédito,DESC10
O-101501,09/02/2025,C-917,ar,TC,
O-101502,2025-02-23,C-848,ES,cash,
O-101503,14-Sep-2024,C-644,España,TD,BLACKFRIDAY
O-101504,01-19-2025,C-944,US,pp,cupón
O-101505,15/03/2025,C-858,estados unidos,debito,
O-101506,03-22-2024,C-385,España,tarjeta crédito,
O-101507,04/10/2024,C-718,méxico,pp,
O-101508,02-18-2024,C-737,Argentina,pp,
O-101509,25-Nov-2024,C-52,España,cash,NULL
O-101510,19-Jul-2025,C-522,US,debito,NULL
O-101511,10-27-2024,C-708,Estados Unidos,cash,
O-101512,12-21-2024,C-122,argentina,paypal,
O-101513,2024-08-20,C-230,méxico,efectivo,DESC10
O-101514,08-Aug-2025,C-106,es,card,NULL
O-101515,10-24-2024,C-614,ES,paypal,
O-101516,09-14-2025,C-351,España,card,
O-101517,14-Jan-2025,C-800,ES,cash,
O-101518,2024-07-09,C-287,españa,debit,
O-101519,04/01/2025,C-846,mx,pp,
O-101520,23-May-2025,C-363,México,tarjeta,cupón
O-101521,03-25-2024,C-558,Estados Unidos,efectivo,BLACKFRIDAY
O-101522,13/09/2024,C-422,México,efectivo,
O-101523,23-Jun-2024,C-933,Estados Unidos,TD,
O-100220,2024-03-22,C-431,us,cash,
O-101525,29-Jun-2024,C-163,España,card,
O-101526,03-05-2025,C-699,méxico,paypal,
O-101527,22-Mar-2025,C-512,México,tarjeta crédito,NULL
O-101528,26-Oct-2025,C-488,US,tarjeta crédito,
O-101529,2025-06-22,C-802,ES,efectivo,
O-101530,25/10/2025,C-175,estados unidos,debit,NULL
O-101531,09-Jul-2025,C-141,US,debito,
O-101532,2025-01-10,C-135,ar,card,
O-101533,09/06/2024,C-718,México,tarjeta,NULL
O-101534,12-04-2025,C-818,us,pp,
O-101535,03-12-2024,C-360,Argentina,tarjeta crédito,NULL
O-101536,12-23-2024,C-959,ES,TD,
O-101537,07/09/2024,C-521,Argentina,tarjeta,cupón
O-101538,11-12-2024,C-492,España,card,
O-101539,2024-05-05,C-269,AR,paypal,
O-101540,06-09-2024,C-472,Argentina,debit,DESC10
O-101541,08-18-2024,C-351,argentina,cash,
O-101542,2025-12-05,C-461,Argentina,paypal,NULL
O-101543,22/05/2025,C-50,España,TD,cupón
O-101544,12/04/2024,C-199,argentina,pp,
O-101545,11/11/2025,C-981,AR,credito,BLACKFRIDAY
O-101546,22-Nov-2025,C-210,US,tarjeta,
O-101547,03-18-2024,C-410,US,paypal,DESC10
O-101548,04/01/2026,C-377,Argentina,debito,
O-101549,2024-09-24,C-281,MX,pp,BLACKFRIDAY
O-101550,07/12/2025,C-490,estados unidos,pp,
O-101551,16-Apr-2025,C-522,México,TC,
O-101050,2024-10-29,C-51,ar,TD,
O-100430,13-Jan-2026,C-407,es,paypal,
O-101554,2024-09-08,C-601,US,card,cupón
O-101555,2024-06-30,C-203,es,TD,
O-101556,03-29-2024,C-454,Estados Unidos,efectivo,
O-101557,06/10/2025,C-102,es,pp,cupón
O-101558,08/05/2024,C-630,Argentina,paypal,DESC10
O-101559,2025-08-17,C-836,US,debit,WELCOME
O-101560,08-12-2024,C-723,España,paypal,
O-101561,22/09/2025,C-531,mx,debit,
O-101562,2026-01-24,C-948,mx,cash,WELCOME
O-101563,2024-03-02,C-588,méxico,cash,BLACKFRIDAY
O-101564,04-25-2024,C-898,MX,pp,
O-101565,04-24-2025,C-519,AR,efectivo,NULL
O-101566,08-Sep-2025,C-17,méxico,debito,
O-101567,03-05-2024,C-748,argentina,debit,DESC10
O-101568,2025-08-12,C-445,estados unidos,pp,
O-101569,29-Apr-2024,C-781,es,paypal,
O-101570,2025-05-17,C-311,españa,debit,
O-100877,15-May-2025,C-171,argentina,TC,BLACKFRIDAY
O-101572,03-14-2024,C-770,argentina,TD,BLACKFRIDAY
O-101573,09/09/2025,C-526,ES,paypal,NULL
O-101574,04-Dec-2024,C-297,AR,TD,
O-101575,2024-08-25,C-561,Estados Unidos,efectivo,
O-101576,02-04-2024,C-891,us,efectivo,
O-101577,10/06/2025,C-563,MX,TC,BLACKFRIDAY
O-101578,16/06/2024,C-437,México,pp,NULL
O-101579,03/10/2024,C-960,España,cash,DESC10
O-101580,29-Nov-2025,C-105,estados unidos,TD,
O-101581,2024-08-12,C-980,es,pp,cupón
O-101582,25/10/2024,C-90,Estados Unidos,cash,NULL
O-101583,2025-03-24,C-194,españa,efectivo,
O-101584,2024-11-29,C-627,españa,efectivo,
O-101585,01/01/2025,C-970,estados unidos,pp,BLACKFRIDAY
O-101586,08/02/2025,C-445,MX,tarjeta,cupón
O-101587,08/02/2024,C-207,México,pp,NULL
O-101588,01-Dec-2024,C-103,méxico,efectivo,cupón
O-101589,03-03-2024,C-602,Estados Unidos,paypal,
O-101590,2025-05-29,C-52,estados unidos,tarjeta,
O-101591,2024-07-30,C-866,Estados Unidos,paypal,
O-100337,2024-05-22,C-522,ar,paypal,DESC10
O-101593,03-Oct-2024,C-372,MX,paypal,BLACKFRIDAY
O-101594,05-02-2024,C-976,mx,debit,
O-101595,2024-05-08,C-68,mx,pp,
O-101596,2025-04-22,C-524,ES,pp,BLACKFRIDAY
O-101597,09-09-2024,C-980,us,debito,
O-101598,2026-01-13,C-147,argentina,pp,
O-101599,24/11/2024,C-571,ar,paypal,
O-101600,2025-02-16,C-983,AR,debit,
O-101601,14-Sep-2025,C-727,ar,paypal,
O-101602,08/03/2025,C-606,Argentina,cash,
O-101603,03-Oct-2025,C-396,argentina,TD,
O-101604,02-07-2025,C-335,España,efectivo,DESC10
O-101605,14/10/2024,C-839,Estados Unidos,debito,
O-101606,2025-10-19,C-455,España,TD,
O-100745,07-29-2025,C-427,MX,paypal,
O-101608,05-Jul-2025,C-553,ar,tarjeta crédito,
O-101609,07-21-2024,C-413,mx,paypal,NULL
O-101610,22-Jul-2025,C-105,España,debito,
O-101611,12-30-2025,C-344,Estados Unidos,card,
O-101612,04/06/2025,C-849,mx,tarjeta,
O-101613,2024-06-02,C-171,México,debit,NULL
O-101614,2025-09-11,C-374,AR,pp,
O-101615,28/02/2024,C-290,mx,debit,NULL
O-101616,2025-05-11,C-938,méxico,paypal,
O-101617,03-16-2024,C-957,estados unidos,pp,
O-101618,27-Apr-2024,C-281,Argentina,pp,WELCOME
O-101619,07-08-2024,C-992,AR,debit,BLACKFRIDAY
O-101620,24/12/2024,C-501,US,efectivo,cupón
O-101621,04-05-2024,C-541,MX,debit,NULL
O-101622,2025-11-30,C-375,mx,card,
O-101623,07-14-2024,C-68,MX,cash,
O-101624,2025-11-05,C-153,es,card,WELCOME
O-101625,02-25-2024,C-829,estados unidos,pp,
O-101626,11/04/2025,C-970,es,TD,NULL
O-101627,02-07-2025,C-754,España,efectivo,
O-101628,30-Apr-2024,C-913,ES,paypal,NULL
O-101629,01-Jun-2025,C-937,mx,TD,BLACKFRIDAY
O-101630,11-10-2024,C-762,MX,TC,
O-101631,04-03-2025,C-185,españa,pp,NULL
O-101632,18/04/2025,C-662,us,tarjeta crédito,
O-101633,23/01/2025,C-508,us,paypal,WELCOME
O-101634,2025-10-04,C-470,mx,TD,cupón
O-101635,2025-11-10,C-851,México,TC,
O-101636,08/01/2025,C-824,ES,debito,
O-101637,10-23-2024,C-59,us,efectivo,WELCOME
O-101638,2025-08-29,C-182,españa,efectivo,
O-101639,21-Jul-2024,C-436,España,TC,cupón
O-101640,2025-06-18,C-75,AR,efectivo,NULL
O-101641,24/05/2025,C-969,Estados Unidos,paypal,NULL
O-101642,31/07/2025,C-75,méxico,TD,cupón
O-101643,09-24-2025,C-996,US,TC,BLACKFRIDAY
O-101644,10-21-2024,C-659,ES,credito,NULL
O-101645,2025-04-18,C-654,estados unidos,TD,WELCOME
O-100378,2024-03-10,C-361,españa,paypal,cupón
O-101647,2024-02-08,C-936,es,cash,
O-101648,31/10/2025,C-373,us,TD,WELCOME
O-101649,22-Nov-2025,C-823,us,efectivo,
O-101650,2025-03-13,C-722,MX,cash,WELCOME
O-101651,11-29-2025,C-809,us,credito,
O-101652,01-13-2025,C-203,Argentina,efectivo,
O-101653,02-21-2024,C-562,España,tarjeta,BLACKFRIDAY
O-101654,01-09-2025,C-5,ar,debit,
O-101655,08/04/2025,C-93,méxico,efectivo,cupón
O-101656,2025-02-18,C-971,Argentina,cash,BLACKFRIDAY
O-101657,11-Jun-2025,C-257,ES,TD,NULL
O-101658,15/07/2025,C-535,ES,debito,cupón
O-101659,14/09/2024,C-451,MX,efectivo,
O-101660,20-Jul-2024,C-344,mx,TC,
O-101661,04/08/2024,C-489,México,pp,WELCOME
O-101662,10-21-2024,C-622,México,efectivo,NULL
O-101663,04-28-2024,C-223,US,pp,
O-101664,2024-11-21,C-626,AR,tarjeta,cupón
O-101665,11/02/2024,C-817,españa,card,DESC10
O-101666,02/06/2024,C-419,ES,debito,BLACKFRIDAY
O-101667,22-Oct-2025,C-35,méxico,paypal,
O-101668,2024-02-02,C-860,estados unidos,tarjeta,BLACKFRIDAY
O-101669,2025-07-24,C-889,argentina,efectivo,
O-101670,25/12/2024,C-59,AR,tarjeta crédito,
O-101671,02-04-2025,C-256,méxico,pp,BLACKFRIDAY
O-101672,02-Dec-2025,C-866,es,debito,
O-101673,26/05/2024,C-552,AR,paypal,BLACKFRIDAY
O-101674,02-May-2025,C-956,mx,card,NULL
O-101675,11-09-2024,C-461,Estados Unidos,efectivo,WELCOME
O-101676,11-03-2025,C-621,MX,debit,DESC10
O-101677,10-20-2024,C-652,MX,efectivo,cupón
O-101678,20/04/2025,C-337,AR,paypal,NULL
O-101679,16/10/2025,C-370,es,tarjeta crédito,
O-101680,2025-02-20,C-692,México,pp,
O-101681,2024-10-18,C-951,españa,efectivo,
O-101682,2024-09-27,C-626,España,credito,
O-101683,03/07/2025,C-766,españa,debito,NULL
O-101684,2024-08-28,C-386,Estados Unidos,cash,
O-101685,15-Feb-2025,C-519,méxico,pp,WELCOME
O-101686,09-19-2024,C-308,méxico,TD,
O-101687,16-Sep-2024,C-584,méxico,credito,
O-101688,2024-08-14,C-283,es,cash,
O-101689,2025-08-04,C-493,AR,TC,
O-101690,31/10/2024,C-933,Estados Unidos,paypal,
O-101691,18/06/2024,C-632,MX,efectivo,NULL
O-101692,13-Mar-2025,C-344,España,cash,
O-101693,2025-04-05,C-662,Argentina,pp,
O-101694,02-17-2024,C-953,ES,credito,
O-101695,2026-01-14,C-565,MX,card,NULL
O-101696,12-08-2025,C-983,US,cash,NULL
O-101697,09-18-2025,C-258,ar,debito,DESC10
O-101698,12-Sep-2025,C-583,España,debit,
O-101699,08-17-2025,C-506,méxico,efectivo,
O-101700,29/08/2025,C-11,AR,cash,NULL
O-101701,06-28-2025,C-398,US,tarjeta crédito,BLACKFRIDAY
O-101702,25-Jan-2026,C-728,us,pp,
O-101703,01-12-2026,C-645,mx,TD,cupón
O-101704,09-01-2024,C-737,méxico,TD,NULL
O-101705,14/08/2025,C-323,México,debito,BLACKFRIDAY
O-101706,2024-04-11,C-23,ar,tarjeta,WELCOME
O-101707,22/04/2025,C-624,ES,tarjeta crédito,DESC10
O-101708,2025-10-21,C-204,ar,cash,
O-101709,07-Aug-2025,C-632,es,card,BLACKFRIDAY
O-101710,18-Aug-2024,C-737,méxico,debit,
O-101711,10-14-2024,C-292,méxico,debito,BLACKFRIDAY
O-101712,08/01/2025,C-355,ES,pp,cupón
O-101713,01-15-2026,C-482,US,tarjeta crédito,
O-101714,05/03/2025,C-241,ES,credito,NULL
O-101715,01-01-2026,C-123,US,efectivo,
O-101716,05-11-2024,C-975,mx,cash,
O-101717,20/11/2024,C-342,es,TC,BLACKFRIDAY
O-101718,07-Mar-2024,C-938,estados unidos,debit,
O-100583,24-Feb-2024,C-284,AR,efectivo,NULL
O-101720,11-Nov-2025,C-422,México,debit,NULL
O-101721,11-26-2024,C-670,Estados Unidos,debito,
O-101722,30/03/2024,C-396,estados unidos,cash,BLACKFRIDAY
O-101723,2025-04-26,C-180,ar,paypal,
O-101724,03-Jan-2026,C-845,méxico,efectivo,
O-101725,2024-05-24,C-501,España,pp,WELCOME
O-101726,2024-05-04,C-915,AR,pp,
O-101147,23-Jun-2024,C-120,méxico,efectivo,BLACKFRIDAY
O-101728,30/07/2024,C-113,MX,debito,BLACKFRIDAY
O-101729,2024-03-27,C-35,ES,cash,
O-101730,10-14-2024,C-718,es,debit,WELCOME
O-101731,2024-02-08,C-814,México,cash,BLACKFRIDAY
O-101732,28/01/2024,C-77,Argentina,pp,WELCOME
O-101733,25/04/2025,C-11,Estados Unidos,paypal,
O-101734,2025-01-19,C-424,españa,tarjeta crédito,NULL
O-101735,2024-04-16,C-216,Estados Unidos,cash,NULL
O-101736,2024-12-18,C-505,Argentina,tarjeta crédito,
O-101737,07-02-2024,C-61,ar,pp,DESC10
O-101738,20-Sep-2024,C-111,méxico,pp,
O-101739,07-20-2024,C-528,españa,efectivo,WELCOME
O-101740,18/03/2024,C-181,US,tarjeta crédito,cupón
O-101741,2025-12-09,C-495,us,credito,
O-101742,06/04/2025,C-610,méxico,pp,DESC10
O-101743,09/12/2024,C-737,mx,credito,
O-101744,07-Jan-2026,C-494,ES,debito,DESC10
O-101745,2024-07-12,C-905,México,cash,
O-101746,2025-05-27,C-4,argentina,debito,BLACKFRIDAY
O-101747,2024-04-10,C-505,ES,pp,
O-101748,2025-01-28,C-706,es,tarjeta crédito,
O-100977,2024-08-08,C-996,ar,paypal,BLACKFRIDAY
O-101750,2025-04-10,C-129,Estados Unidos,card,
O-101751,2026-01-07,C-613,méxico,efectivo,
O-101752,21-Aug-2024,C-699,ar,debito,NULL
O-101753,15-Sep-2024,C-611,US,paypal,DESC10
O-101754,03-May-2024,C-126,es,pp,NULL
O-101755,06-20-2025,C-694,AR,pp,BLACKFRIDAY
O-101756,15/12/2025,C-588,mx,efectivo,NULL
O-101757,11-May-2024,C-718,US,pp,
O-101352,08-Mar-2024,C-424,MX,efectivo,
O-101759,15-Nov-2024,C-45,méxico,pp,BLACKFRIDAY
O-101760,2025-01-18,C-762,argentina,debito,
O-101761,11-May-2025,C-532,Argentina,tarjeta crédito,NULL
O-101762,25-Jul-2025,C-281,AR,card,cupón
O-101763,25-Jul-2024,C-740,España,pp,DESC10
O-101764,05-Jan-2025,C-880,Estados Unidos,cash,DESC10
O-101765,20/03/2024,C-522,ar,credito,
O-100365,14/06/2024,C-636,Estados Unidos,paypal,
O-101767,03-17-2025,C-739,españa,TC,WELCOME
O-101768,10-06-2024,C-812,MX,cash,WELCOME
O-101769,18/03/2024,C-234,US,paypal,
O-101770,22/06/2024,C-189,us,pp,WELCOME
O-101771,05-Aug-2025,C-617,ar,paypal,NULL
O-101772,01-16-2025,C-816,US,efectivo,
O-101773,2025-03-26,C-837,es,debito,DESC10
O-101774,02/11/2025,C-707,estados unidos,cash,DESC10
O-101775,22/01/2025,C-239,España,efectivo,
O-101776,2024-07-06,C-744,Argentina,paypal,NULL
O-101777,03-Oct-2025,C-432,españa,TD,
O-101778,08-14-2025,C-221,US,debito,
O-101779,18-Oct-2024,C-110,ES,debit,WELCOME
O-101780,10-Jan-2025,C-862,argentina,pp,
O-101781,2025-07-19,C-519,ES,TD,
O-101782,01-12-2025,C-567,ES,card,NULL
O-101783,07-05-2024,C-520,Argentina,credito,
O-101784,30/06/2025,C-695,Argentina,paypal,
O-101785,05-10-2025,C-130,Estados Unidos,debito,NULL
O-101786,03/01/2025,C-627,ar,cash,BLACKFRIDAY
O-101787,23/01/2025,C-345,ar,tarjeta crédito,NULL
O-101772,08-Nov-2025,C-814,ES,TD,BLACKFRIDAY
O-101789,2024-12-27,C-603,méxico,cash,WELCOME
O-101790,2025-04-15,C-772,México,pp,
O-101791,2024-08-24,C-775,ar,tarjeta crédito,
O-101792,06/09/2025,C-175,México,efectivo,
O-101793,16/03/2025,C-625,españa,efectivo,cupón
O-101794,26-Sep-2024,C-110,mx,debit,NULL
O-101795,18-Mar-2024,C-597,ar,debito,
O-101796,2025-04-03,C-387,es,TD,DESC10
O-101797,02-23-2024,C-885,AR,credito,
O-101798,13/02/2024,C-130,US,debito,
O-101799,06-14-2025,C-783,us,debit,BLACKFRIDAY
O-101800,2024-09-08,C-148,ar,paypal,
O-101801,22/06/2024,C-795,México,debit,NULL
O-101802,04/10/2025,C-921,méxico,card,
O-101803,2024-05-12,C-341,México,paypal,WELCOME
O-101804,11-28-2025,C-282,ar,debito,BLACKFRIDAY
O-101805,03-06-2024,C-516,España,TC,cupón
O-101806,2025-08-18,C-357,estados unidos,TD,DESC10
O-101807,30/07/2025,C-81,us,cash,
O-101808,07-16-2025,C-93,méxico,debito,NULL
O-101809,03-May-2025,C-88,AR,TD,
O-101810,2024-12-28,C-905,España,paypal,
O-101811,24/10/2025,C-692,US,paypal,BLACKFRIDAY
O-101812,09-16-2025,C-594,mx,tarjeta,BLACKFRIDAY
O-101813,2025-12-03,C-335,es,debito,NULL
O-101814,2024-12-14,C-362,ar,pp,
O-101815,06-01-2024,C-505,méxico,paypal,
O-101816,2024-03-22,C-252,Estados Unidos,efectivo,DESC10
O-100147,14/11/2025,C-991,Argentina,cash,
O-101818,21-Feb-2024,C-586,us,pp,
O-101819,09-30-2024,C-59,mx,TD,NULL
O-101820,05-30-2024,C-588,es,TD,
O-101821,01-30-2024,C-814,ES,pp,
O-101822,14/10/2025,C-396,Argentina,card,BLACKFRIDAY
O-101823,21/04/2024,C-511,México,credito,
O-101824,09-12-2024,C-879,us,cash,NULL
O-101825,2024-08-28,C-473,us,debit,
O-101826,19-Jan-2026,C-764,Estados Unidos,TC,
O-100407,2024-04-04,C-178,España,credito,BLACKFRIDAY
O-101828,2024-07-02,C-669,ar,paypal,
O-101829,11/04/2025,C-310,mx,TD,DESC10
O-101830,04-Aug-2025,C-319,mx,cash,
O-101831,11/11/2024,C-402,españa,tarjeta,
O-101832,2025-04-18,C-94,us,debit,
O-101833,01-19-2026,C-603,mx,paypal,BLACKFRIDAY
O-101834,2024-06-20,C-741,argentina,card,cupón
O-101835,2024-03-27,C-935,mx,TC,
O-101836,04-19-2024,C-296,méxico,TC,WELCOME
O-101837,18-Jul-2024,C-705,ES,pp,cupón
O-101838,2024-07-10,C-187,México,tarjeta crédito,
O-101839,2024-03-21,C-99,estados unidos,pp,
O-101840,05/05/2025,C-578,Estados Unidos,card,
O-101841,26-Feb-2024,C-59,argentina,debit,BLACKFRIDAY
