timestamp,device_id,temperatura_c,vibracion_ms2,estado,linea_produccion
18/01/2026 00:22,SENSOR-010,"53,69",0.861,0,Linea A
2026-01-08 13:01:07,SENSOR-034,66.32,21.19,FAIL,B
27/01/2026 21:16,SENSOR-045,17.4,0.928,0,a
2025-12-31 01:03:05,SENSOR-003,47.74,38.503,WARN,C
2025-12-30 03:06:45,SENSOR-037,34.65,13.325,NORMAL,línea A
2026-01-02T09:53:02,SENSOR-034,75.78,0.924,ok,a
2026-01-06T13:03:53,SENSOR-038,64.24,2.749,NORMAL,a
2026-01-13T03:39:38,SENSOR-011,69.21,4.893,warning,Linea B
2026-01-18 11:55:35,SENSOR-030,64.68,1.819,0,línea C
2026-01-18 00:32:20,SENSOR-025,67.66,2.964,0,Linea C
2026-01-03T04:20:37,SENSOR-019,74.56,1.617,NORMAL,a
2026-01-14T07:49:19,SENSOR-036,,2.67,NORMAL,C
2026-01-03 14:46:29,SENSOR-007,33.99,2.396,ok,a
2026-01-06 17:35:42,SENSOR-018,50.68,2.819,ok,c
2026-01-10T11:03:08,SENSOR-030,76.76,3.578,NORMAL,a
2026-01-12 16:13:08,SENSOR-028,26.55,40.054,NORMAL,a
09/01/2026 20:54,SENSOR-013,47.07,0.718,WARN,línea C
11/01/2026 00:18,SENSOR-036,,3.887,OK,línea B
2026-01-27T14:52:07,SENSOR-025,"52,23",0.465,OK,línea A
19/01/2026 05:59,SENSOR-019,58.65,0.75,0,línea B
2026-01-08 03:56:45,SENSOR-027,142.03,3.378,Alerta,A
02/01/2026 11:45,SENSOR-050,54.67,2.174,OK,a
2026-01-05T09:09:01,SENSOR-024,60.93,1.65,OK,c
21/01/2026 12:03,SENSOR-041,"65,14",24.612,Alerta,línea C
2026-01-28T09:39:19,SENSOR-022,58.63,47.07,ok,línea C
2026-01-07T11:58:30,SENSOR-027,50.63,2.055,NORMAL,Linea B
01/01/2026 04:23,SENSOR-045,78.78,4.952,ok,a
2026-01-09 09:43:35,SENSOR-023,71.93,3.086,0,Linea C
2026-01-27T09:04:47,SENSOR-037,42.13,3.345,OK,línea C
06/01/2026 18:37,SENSOR-004,40.87,4.558,NORMAL,línea A
2026-01-21 09:26:31,SENSOR-038,"33,62",0.561,OK,b
14/01/2026 17:26,SENSOR-024,35.15,4.75,NORMAL,b
2026-01-12T20:20:25,SENSOR-016,47.98,4.325,0,a
30/12/2025 14:50,SENSOR-004,36.26,0.291,NORMAL,Linea C
05/01/2026 14:42,SENSOR-050,"64,6",1.042,0,b
2026-01-12T08:48:26,SENSOR-048,55.21,1.89,ok,A
11/01/2026 06:43,SENSOR-019,66.71,0.0,0,Linea B
01/01/2026 12:15,SENSOR-042,,2.133,ok,Linea C
2026-01-13 05:39:19,SENSOR-034,64.23,3.863,0,línea A
25/01/2026 17:16,SENSOR-004,30.25,0.965,warning,línea A
2026-01-17 01:22:10,SENSOR-020,57.63,0.874,0,C
2026-01-17T02:03:27,SENSOR-006,"46,58",1.629,NORMAL,Linea C
2026-01-21 23:36:17,SENSOR-007,40.48,1.982,ok,línea C
27/01/2026 17:36,SENSOR-046,67.07,2.902,ok,C
2026-01-02 08:47:05,SENSOR-015,"123,51",2.388,warning,a
2026-01-04T04:41:06,SENSOR-001,,4.2,0,Linea C
30/12/2025 00:38,SENSOR-010,"39,06",3.358,0,línea A
2026-01-27T04:57:13,SENSOR-028,"48,23",13.894,warning,b
2025-12-31T14:49:18,SENSOR-015,86.99,1.455,0,Linea B
2026-01-14T13:09:08,SENSOR-041,"25,44",1.793,Alerta,b
12/01/2026 20:26,SENSOR-031,136.35,2.935,Alerta,A
17/01/2026 05:16,SENSOR-038,38.85,4.153,0,línea C
07/01/2026 03:39,SENSOR-021,163.69,3.984,1,A
2026-01-20T07:56:43,SENSOR-038,79.34,11.689,ok,Linea B
2026-01-26 09:12:38,SENSOR-040,"45,16",32.56,OK,línea B
08/01/2026 03:50,SENSOR-049,32.59,2.701,OK,b
2026-01-10 04:29:06,SENSOR-006,32.8,2.103,Alerta,b
2026-01-17 06:13:47,SENSOR-004,33.81,2.647,OK,línea B
2026-01-04 09:44:02,SENSOR-008,49.39,3.031,ok,c
2026-01-17 01:49:41,SENSOR-010,46.88,4.769,NORMAL,línea A
2026-01-23 05:00:07,SENSOR-022,27.68,3.364,OK,Linea B
2025-12-30 11:26:41,SENSOR-040,44.02,4.468,0,Linea A
2026-01-18T18:13:22,SENSOR-037,85.17,12.704,0,línea A
24/01/2026 21:19,SENSOR-013,76.06,4.956,OK,línea A
2026-01-17T05:08:25,SENSOR-036,"29,68",0.701,NORMAL,c
07/01/2026 09:26,SENSOR-013,78.48,4.521,ok,línea C
24/01/2026 06:06,SENSOR-050,25.18,1.304,0,A
2026-01-07 00:51:10,SENSOR-021,32.21,0.0,NORMAL,Linea C
14/01/2026 13:49,SENSOR-046,78.71,0.668,0,a
10/01/2026 04:04,SENSOR-047,25.38,2.737,ok,c
2026-01-02T05:12:25,SENSOR-003,29.41,3.038,ok,Linea B
2026-01-02T23:41:05,SENSOR-002,"79,55",0.972,Alerta,Linea C
26/01/2026 22:32,SENSOR-044,61.18,1.445,0,b
17/01/2026 10:22,SENSOR-018,43.84,2.146,1,Linea A
2026-01-27T03:14:59,SENSOR-031,65.19,1.905,0,Linea A
2026-01-01 14:33:06,SENSOR-039,"198,26",18.705,ok,A
2026-01-11T13:40:08,SENSOR-050,45.13,0.849,ok,a
2025-12-31T02:31:13,SENSOR-004,52.57,0.0,NORMAL,línea C
2026-01-20 22:47:41,SENSOR-038,64.88,27.812,ok,línea C
09/01/2026 13:03,SENSOR-047,53.43,4.661,ok,Linea C
21/01/2026 04:19,SENSOR-041,71.83,0.842,ok,B
2026-01-15T08:39:24,SENSOR-049,58.95,38.78,NORMAL,C
2026-01-17T21:12:37,SENSOR-008,37.85,9.778,0,Linea B
2026-01-10T03:08:17,SENSOR-018,51.11,3.862,0,A
2026-01-20 04:40:56,SENSOR-047,36.25,4.025,OK,A
20/01/2026 22:13,SENSOR-043,79.09,3.945,NORMAL,línea B
18/01/2026 02:46,SENSOR-017,48.6,0.765,NORMAL,C
2026-01-03T13:56:53,SENSOR-011,52.32,0.0,NORMAL,línea B
2026-01-04T07:43:54,SENSOR-036,45.75,3.129,NORMAL,B
2026-01-21 11:07:44,SENSOR-037,39.67,1.779,OK,A
2026-01-24T04:57:22,SENSOR-022,"199,65",4.581,NORMAL,línea C
2026-01-07T12:28:11,SENSOR-045,"176,94",2.148,0,b
2026-01-10T18:29:29,SENSOR-040,74.82,1.508,ok,línea B
2026-01-11T17:15:45,SENSOR-042,64.71,2.616,ok,línea C
2026-01-17 05:01:29,SENSOR-011,40.41,0.258,OK,Linea B
2026-01-04 12:14:09,SENSOR-001,53.59,34.889,ok,a
08/01/2026 08:00,SENSOR-027,40.32,2.426,OK,línea A
25/01/2026 03:42,SENSOR-035,71.31,1.239,0,A
2026-01-26 02:00:28,SENSOR-002,35.82,3.83,0,A
2026-01-15T22:24:20,SENSOR-035,"59,3",0.907,ok,B
21/01/2026 10:09,SENSOR-027,178.05,27.373,ok,Linea C
2026-01-06T01:29:38,SENSOR-024,39.12,0.0,ok,Linea B
17/01/2026 04:59,SENSOR-010,40.45,2.094,NORMAL,Linea B
2026-01-09T12:03:56,SENSOR-015,52.56,3.756,NORMAL,línea B
2026-01-15 23:10:17,SENSOR-025,70.93,1.009,NORMAL,a
2026-01-03 04:26:59,SENSOR-046,27.15,2.169,ok,línea A
2026-01-13T08:00:51,SENSOR-048,165.05,5.577,fail,Linea C
2025-12-31T08:35:19,SENSOR-042,"69,95",3.737,ok,Linea A
2026-01-02 09:54:42,SENSOR-044,49.59,3.376,0,línea C
17/01/2026 14:24,SENSOR-016,66.51,34.862,0,A
2026-01-20T15:41:45,SENSOR-029,181.1,22.366,NORMAL,a
18/01/2026 09:40,SENSOR-016,"72,25",3.481,OK,A
10/01/2026 05:16,SENSOR-020,40.41,1.467,ok,línea B
2026-01-13T05:27:53,SENSOR-034,156.32,2.683,ok,C
2026-01-04 18:14:31,SENSOR-035,50.4,44.884,OK,a
2026-01-08 06:16:24,SENSOR-024,61.14,4.462,NORMAL,B
2026-01-04 17:10:35,SENSOR-004,69.1,2.609,OK,Linea A
05/01/2026 06:16,SENSOR-040,42.56,4.429,OK,línea C
24/01/2026 14:36,SENSOR-041,43.69,1.557,NORMAL,línea B
02/01/2026 05:29,SENSOR-044,48.74,1.981,OK,línea A
05/01/2026 20:02,SENSOR-038,50.74,39.291,ok,C
09/01/2026 20:54,SENSOR-013,47.07,0.718,WARN,línea C
02/01/2026 12:38,SENSOR-008,59.15,3.718,warning,Linea C
2026-01-15 21:17:28,SENSOR-006,27.14,4.48,OK,Linea A
09/01/2026 21:25,SENSOR-019,68.19,2.752,ok,línea A
2026-01-20 20:55:01,SENSOR-035,62.79,2.96,0,Linea C
2026-01-26T01:18:25,SENSOR-020,64.29,2.725,WARN,línea A
2025-12-31T08:16:43,SENSOR-050,61.09,1.623,NORMAL,c
27/01/2026 12:51,SENSOR-006,46.31,3.24,NORMAL,línea A
2026-01-16T04:35:01,SENSOR-017,38.84,2.341,NORMAL,A
2026-01-19T14:53:44,SENSOR-001,68.48,2.539,NORMAL,Linea C
2026-01-25T09:30:31,SENSOR-032,42.25,11.234,fail,C
27/01/2026 02:25,SENSOR-035,177.68,4.684,0,A
2026-01-18 11:38:56,SENSOR-017,58.2,4.328,OK,línea C
2026-01-05 19:43:20,SENSOR-018,,3.048,WARN,Linea B
2026-01-24T07:11:50,SENSOR-036,32.39,3.051,WARN,a
08/01/2026 15:58,SENSOR-049,"64,49",1.492,ok,Linea C
2026-01-04 12:59:29,SENSOR-023,31.04,3.928,ok,A
2026-01-10 03:43:34,SENSOR-045,167.97,3.362,ok,b
15/01/2026 07:10,SENSOR-043,60.22,10.497,0,A
2026-01-25 16:38:19,SENSOR-023,26.24,2.68,ok,Linea A
2026-01-14T13:37:20,SENSOR-010,98.54,1.718,NORMAL,A
2026-01-07T18:12:36,SENSOR-018,34.48,0.631,OK,línea B
21/01/2026 15:56,SENSOR-007,58.02,2.572,ok,línea B
2026-01-27 18:39:07,SENSOR-009,48.55,4.342,OK,línea A
19/01/2026 05:18,SENSOR-007,49.57,4.108,OK,línea A
19/01/2026 06:26,SENSOR-030,33.96,3.934,OK,línea A
2026-01-23 14:29:37,SENSOR-006,26.39,2.962,NORMAL,Linea B
2026-01-11T02:38:42,SENSOR-023,64.11,24.618,0,Linea A
08/01/2026 06:13,SENSOR-020,57.4,18.14,NORMAL,a
09/01/2026 04:14,SENSOR-035,57.15,1.769,fail,a
2026-01-20T03:23:38,SENSOR-045,33.93,18.586,OK,línea B
2026-01-15T22:15:26,SENSOR-024,78.83,1.235,NORMAL,línea A
30/12/2025 13:06,SENSOR-038,67.15,3.801,NORMAL,línea B
2026-01-26T01:18:25,SENSOR-020,64.29,2.725,WARN,línea A
21/01/2026 04:54,SENSOR-021,77.47,0.289,0,A
2026-01-17 14:00:23,SENSOR-024,43.16,1.293,ok,a
2026-01-21T17:46:08,SENSOR-012,56.29,26.727,OK,B
27/01/2026 22:04,SENSOR-049,35.53,35.037,NORMAL,B
2026-01-19T21:22:22,SENSOR-022,112.25,4.37,ok,c
29/12/2025 23:12,SENSOR-002,164.56,2.52,ok,línea B
2025-12-29T23:08:40,SENSOR-022,,0.0,WARN,línea C
26/01/2026 11:24,SENSOR-047,78.11,0.295,OK,línea C
2025-12-31 02:52:49,SENSOR-037,60.0,4.693,OK,Linea A
31/12/2025 07:08,SENSOR-019,55.94,3.36,0,Linea B
25/01/2026 11:00,SENSOR-033,66.48,4.577,ok,Linea B
2026-01-19T21:25:26,SENSOR-028,26.19,0.841,ok,C
2026-01-01 07:03:14,SENSOR-018,45.6,1.435,OK,Linea C
2026-01-08T11:42:34,SENSOR-004,58.62,3.587,Alerta,c
2026-01-04T03:05:19,SENSOR-025,,1.298,ok,c
2026-01-06T02:31:33,SENSOR-029,62.59,4.648,OK,línea B
2026-01-04 03:04:49,SENSOR-009,184.33,3.912,NORMAL,C
2026-01-05 19:16:43,SENSOR-039,78.97,0.207,NORMAL,línea B
2025-12-30 02:51:45,SENSOR-023,66.75,2.151,ok,línea C
2025-12-31 12:58:01,SENSOR-028,45.88,3.597,ERROR,línea A
2026-01-04T22:36:43,SENSOR-023,70.76,3.434,ok,A
2026-01-08T07:21:25,SENSOR-009,38.94,1.708,0,A
02/01/2026 13:19,SENSOR-002,67.61,0.0,OK,línea A
2026-01-03 08:42:56,SENSOR-006,66.03,0.443,0,línea A
2026-01-27T00:20:02,SENSOR-041,15.87,11.383,0,a
2026-01-20 16:23:55,SENSOR-023,27.5,4.58,0,b
2026-01-15 20:41:55,SENSOR-013,31.57,2.811,1,A
2026-01-18 13:03:49,SENSOR-009,38.57,1.808,2,línea B
2026-01-05T13:40:18,SENSOR-038,"58,77",2.008,0,Linea A
2026-01-11T02:54:36,SENSOR-010,67.4,0.0,0,Linea A
2026-01-12 06:28:02,SENSOR-013,76.09,4.126,NORMAL,a
2026-01-18 05:37:19,SENSOR-009,"66,96",4.597,ok,c
2026-01-08 22:31:35,SENSOR-009,58.86,3.705,WARN,Linea C
19/01/2026 18:55,SENSOR-026,"59,7",1.398,ok,a
24/01/2026 12:26,SENSOR-024,77.45,1.485,0,B
24/01/2026 16:42,SENSOR-020,108.2,4.382,1,c
2026-01-02 17:15:55,SENSOR-044,33.53,0.365,NORMAL,línea A
2026-01-11T23:26:26,SENSOR-005,28.69,4.373,NORMAL,c
14/01/2026 09:46,SENSOR-031,59.43,4.578,0,C
2026-01-23 01:12:35,SENSOR-027,79.34,0.793,1,c
2026-01-02T15:05:07,SENSOR-044,"70,43",19.596,Alerta,C
05/01/2026 02:30,SENSOR-048,72.29,3.607,FAIL,Linea C
2026-01-03 07:56:20,SENSOR-034,48.13,2.748,Alerta,b
24/01/2026 13:12,SENSOR-042,32.97,2.921,ok,Linea B
2026-01-06 09:12:28,SENSOR-014,"71,51",3.868,Alerta,línea B
2026-01-17 03:35:18,SENSOR-006,53.79,30.279,ok,c
2026-01-01 06:47:23,SENSOR-031,75.25,2.98,0,Linea B
2026-01-05T11:21:57,SENSOR-018,59.53,3.382,ERROR,B
2026-01-18 20:31:32,SENSOR-043,65.7,0.316,NORMAL,Linea A
2026-01-09 14:04:22,SENSOR-035,,31.424,OK,línea A
2026-01-09T07:08:14,SENSOR-035,40.43,3.77,1,C
2026-01-24T19:11:40,SENSOR-038,,3.773,NORMAL,A
2026-01-05T13:57:56,SENSOR-036,,1.731,WARN,b
25/01/2026 22:31,SENSOR-032,25.37,0.0,OK,línea A
2025-12-29T20:40:04,SENSOR-017,37.86,0.326,NORMAL,C
2025-12-31 08:21:04,SENSOR-046,41.39,1.83,0,Linea B
2026-01-20 14:10:55,SENSOR-029,29.25,2.046,OK,línea B
06/01/2026 19:39,SENSOR-034,59.5,4.75,NORMAL,a
2026-01-21T14:07:16,SENSOR-039,31.74,2.271,fail,C
2026-01-19T04:29:44,SENSOR-021,62.79,3.552,OK,línea B
2026-01-17T23:38:06,SENSOR-008,62.44,3.288,ok,línea C
13/01/2026 22:31,SENSOR-027,50.49,3.635,0,b
2026-01-05 18:25:34,SENSOR-015,"39,99",1.003,Alerta,línea B
23/01/2026 22:39,SENSOR-002,30.37,2.315,OK,B
2026-01-04 18:29:55,SENSOR-005,78.34,1.112,0,Linea B
2026-01-25 20:56:19,SENSOR-001,73.3,0.285,NORMAL,B
03/01/2026 17:20,SENSOR-033,60.33,0.849,ERROR,B
2026-01-24T05:18:20,SENSOR-041,-3.04,2.708,NORMAL,Linea A
2026-01-04 17:17:15,SENSOR-041,79.32,4.521,0,Linea C
2026-01-11 13:07:05,SENSOR-018,59.09,4.316,OK,línea C
2025-12-30T13:47:04,SENSOR-033,75.88,2.006,NORMAL,línea B
2026-01-21 21:26:46,SENSOR-038,30.12,1.401,ok,línea A
31/12/2025 01:56,SENSOR-032,66.8,5.862,OK,a
01/01/2026 15:29,SENSOR-024,78.59,0.174,NORMAL,B
25/01/2026 10:20,SENSOR-021,39.93,3.174,OK,C
2026-01-10 03:19:55,SENSOR-025,68.19,4.047,0,línea C
14/01/2026 02:32,SENSOR-012,49.51,4.943,NORMAL,Linea A
2026-01-19T09:46:19,SENSOR-011,69.1,0.97,OK,B
2026-01-19T22:35:00,SENSOR-005,64.43,2.041,0,Linea B
2025-12-29T18:14:39,SENSOR-032,"61,07",3.156,1,Linea B
14/01/2026 22:12,SENSOR-030,"57,52",4.065,NORMAL,Linea C
18/01/2026 08:09,SENSOR-031,86.68,0.517,NORMAL,Linea C
27/01/2026 06:55,SENSOR-041,35.73,4.115,ok,c
2026-01-20T05:41:31,SENSOR-033,50.93,16.647,ok,Linea B
2026-01-02T23:50:22,SENSOR-038,74.56,0.72,FAIL,Linea A
27/01/2026 01:14,SENSOR-039,61.36,3.414,NORMAL,línea B
2026-01-24T03:26:54,SENSOR-029,28.75,4.687,warning,c
2026-01-15T10:53:09,SENSOR-024,58.59,3.795,OK,Linea C
2026-01-17 02:56:04,SENSOR-028,"164,47",10.227,ok,B
2026-01-15T18:53:13,SENSOR-045,29.93,4.56,ok,Linea A
2026-01-19T06:55:01,SENSOR-037,37.05,5.566,ok,Linea A
2026-01-24 02:14:33,SENSOR-016,62.34,1.156,ok,línea C
2025-12-31 07:34:46,SENSOR-044,66.66,3.727,OK,b
26/01/2026 14:01,SENSOR-020,"63,83",3.59,OK,c
2026-01-11 19:36:54,SENSOR-025,43.34,42.07,OK,línea B
2026-01-24 09:43:10,SENSOR-031,"54,64",4.114,NORMAL,a
06/01/2026 16:04,SENSOR-004,75.41,2.07,WARN,B
2026-01-13 11:19:14,SENSOR-021,72.47,4.88,0,a
2026-01-06 06:21:49,SENSOR-027,71.87,0.0,ok,C
2026-01-18T09:24:53,SENSOR-047,45.82,1.622,OK,línea A
22/01/2026 11:16,SENSOR-035,40.8,0.202,0,A
12/01/2026 07:17,SENSOR-046,51.17,2.791,Alerta,Linea C
2026-01-02 02:33:25,SENSOR-021,164.78,2.387,0,Linea A
2026-01-12 08:42:45,SENSOR-030,59.84,14.659,0,B
2026-01-02 13:01:45,SENSOR-027,58.07,2.292,1,Linea B
2026-01-28 03:43:21,SENSOR-024,,17.332,warning,B
17/01/2026 01:22,SENSOR-022,,4.588,OK,c
2026-01-14T12:28:19,SENSOR-031,27.7,0.498,NORMAL,Linea B
2026-01-16 05:59:13,SENSOR-023,42.31,23.339,FAIL,Linea A
07/01/2026 16:57,SENSOR-025,30.42,1.666,0,línea B
2026-01-20T15:19:20,SENSOR-009,71.76,4.924,0,Linea A
2026-01-25T11:45:53,SENSOR-018,49.26,1.615,ok,c
2026-01-24T22:55:44,SENSOR-041,28.3,3.006,warning,C
2026-01-17T09:37:29,SENSOR-019,149.64,45.074,ok,Linea B
24/01/2026 12:03,SENSOR-012,36.02,1.538,fail,línea B
15/01/2026 16:42,SENSOR-018,"64,34",23.813,ERROR,Linea B
07/01/2026 02:28,SENSOR-041,45.52,4.107,OK,Linea C
2026-01-04T08:43:33,SENSOR-043,54.21,2.162,2,Linea A
2026-01-05T03:56:08,SENSOR-027,25.43,3.631,0,Linea C
2026-01-17 21:14:46,SENSOR-028,53.13,3.453,ok,C
2026-01-07T20:43:16,SENSOR-014,78.2,1.213,0,a
01/01/2026 05:57,SENSOR-037,79.84,1.94,NORMAL,Linea A
2026-01-24T16:41:19,SENSOR-004,31.02,2.381,ok,línea C
05/01/2026 20:25,SENSOR-004,33.92,4.663,OK,C
2026-01-10T07:03:51,SENSOR-012,43.89,3.75,0,línea C
2026-01-19 10:08:55,SENSOR-037,"45,14",1.275,NORMAL,c
2026-01-07 17:11:53,SENSOR-032,43.21,38.204,1,a
2026-01-14T12:44:47,SENSOR-008,49.8,0.155,0,b
2026-01-25T20:03:28,SENSOR-044,57.94,3.543,Alerta,Linea C
2026-01-19T14:19:42,SENSOR-018,60.45,24.473,warning,línea B
2026-01-06 20:44:51,SENSOR-005,43.91,1.15,ok,línea B
24/01/2026 18:23,SENSOR-011,47.57,0.171,Alerta,línea A
16/01/2026 03:51,SENSOR-047,31.83,3.904,NORMAL,A
20/01/2026 09:42,SENSOR-044,192.75,4.15,NORMAL,C
2026-01-20 04:17:08,SENSOR-020,41.41,3.62,OK,b
2026-01-01 15:13:57,SENSOR-048,58.8,2.633,NORMAL,línea A
2026-01-12 01:07:19,SENSOR-042,61.37,3.883,OK,línea A
2026-01-10T18:29:29,SENSOR-040,74.82,1.508,ok,línea B
2026-01-18 21:53:31,SENSOR-007,32.68,2.784,OK,a
2026-01-02 14:19:36,SENSOR-030,38.4,1.008,ok,Linea A
24/01/2026 23:41,SENSOR-020,50.87,0.59,NORMAL,Linea B
2026-01-02 14:36:05,SENSOR-037,39.15,3.923,WARN,B
2026-01-18 13:09:16,SENSOR-022,67.01,1.49,NORMAL,Linea A
2026-01-12T06:27:56,SENSOR-045,64.82,1.985,2,a
27/01/2026 02:54,SENSOR-038,72.23,1.471,NORMAL,b
24/01/2026 05:56,SENSOR-018,31.0,3.764,ok,C
06/01/2026 15:09,SENSOR-033,55.96,1.496,WARN,B
2026-01-22 11:54:22,SENSOR-020,55.6,3.83,2,línea B
2025-12-31T23:06:33,SENSOR-036,30.12,1.446,OK,A
2026-01-16 18:58:16,SENSOR-001,66.32,1.625,NORMAL,Linea B
2026-01-23T13:56:52,SENSOR-016,29.58,2.713,0,b
2026-01-15 08:20:43,SENSOR-049,55.21,2.107,OK,línea B
2026-01-26T09:55:29,SENSOR-039,61.71,1.118,ok,línea A
2026-01-08 13:33:24,SENSOR-022,53.9,2.472,ERROR,Linea C
07/01/2026 21:08,SENSOR-047,39.43,3.157,NORMAL,a
19/01/2026 00:07,SENSOR-019,70.69,1.128,ok,línea C
2026-01-07T06:37:54,SENSOR-012,38.35,3.347,NORMAL,línea C
2026-01-05 19:44:48,SENSOR-001,61.95,1.623,1,línea C
2026-01-27T18:49:48,SENSOR-004,76.69,4.552,0,C
15/01/2026 10:38,SENSOR-027,65.32,0.0,OK,B
31/12/2025 01:06,SENSOR-049,53.74,0.788,NORMAL,Linea C
14/01/2026 03:35,SENSOR-027,58.05,3.052,warning,línea A
09/01/2026 13:22,SENSOR-004,63.71,2.455,OK,Linea B
2026-01-21 14:26:17,SENSOR-036,157.63,2.338,0,línea C
17/01/2026 08:55,SENSOR-013,39.48,25.236,ok,línea A
2026-01-06T06:52:55,SENSOR-048,52.1,3.283,0,c
2026-01-23T18:11:51,SENSOR-001,31.3,3.074,WARN,A
2026-01-07T05:25:20,SENSOR-006,68.44,1.7,0,Linea B
2026-01-18T13:10:45,SENSOR-017,50.71,1.726,0,Linea B
2026-01-04 21:11:18,SENSOR-032,53.34,4.535,WARN,línea B
31/12/2025 13:27,SENSOR-009,36.62,2.709,NORMAL,C
2026-01-04 22:42:07,SENSOR-032,,1.646,ok,Linea C
2026-01-18T19:12:03,SENSOR-008,194.52,1.541,0,B
2026-01-13 18:39:16,SENSOR-025,57.73,2.969,0,Linea A
2026-01-18 22:49:00,SENSOR-041,65.97,0.356,0,a
2026-01-02T09:19:22,SENSOR-038,53.45,3.567,FAIL,C
03/01/2026 23:16,SENSOR-002,41.07,1.384,ok,B
2025-12-31T20:31:22,SENSOR-049,51.07,3.815,NORMAL,b
2026-01-09T02:27:57,SENSOR-008,46.61,3.592,0,C
05/01/2026 12:01,SENSOR-047,,36.3,Alerta,c
26/01/2026 22:41,SENSOR-043,68.72,1.23,0,a
2026-01-22T20:39:40,SENSOR-034,34.43,4.49,WARN,línea C
21/01/2026 00:16,SENSOR-042,58.17,1.708,OK,c
2025-12-29T16:03:56,SENSOR-013,129.37,3.953,NORMAL,b
2026-01-13 12:53:53,SENSOR-018,45.75,46.246,ok,a
2025-12-29T15:44:27,SENSOR-039,,3.309,WARN,línea B
2026-01-19 22:14:44,SENSOR-005,58.52,0.726,NORMAL,C
2026-01-11 13:18:37,SENSOR-001,41.28,2.692,NORMAL,a
2026-01-03T13:09:22,SENSOR-003,62.78,4.514,OK,B
2026-01-07T07:18:38,SENSOR-036,77.54,0.0,NORMAL,c
07/01/2026 09:50,SENSOR-028,-7.83,0.89,NORMAL,Linea A
27/01/2026 01:50,SENSOR-043,66.06,3.743,OK,A
2025-12-31 02:42:04,SENSOR-043,40.12,1.358,OK,B
2026-01-25 05:55:50,SENSOR-050,163.43,0.534,OK,A
27/01/2026 18:58,SENSOR-013,,4.849,NORMAL,A
2026-01-24 22:46:59,SENSOR-045,57.39,1.936,NORMAL,B
05/01/2026 05:08,SENSOR-028,37.99,3.868,NORMAL,C
24/01/2026 01:34,SENSOR-006,26.83,3.563,NORMAL,B
2026-01-09 08:08:20,SENSOR-015,35.97,29.038,OK,A
23/01/2026 16:12,SENSOR-049,26.81,4.979,0,Linea B
2026-01-02T16:23:47,SENSOR-007,57.74,2.73,2,Linea A
27/01/2026 23:38,SENSOR-045,21.91,1.946,NORMAL,línea A
25/01/2026 04:57,SENSOR-001,61.53,4.79,0,Linea A
2026-01-20T18:44:00,SENSOR-039,46.89,1.965,OK,línea A
23/01/2026 08:10,SENSOR-008,32.5,0.847,Alerta,Linea B
2026-01-15 15:26:11,SENSOR-032,73.98,3.542,NORMAL,c
2026-01-04 05:37:36,SENSOR-023,,1.577,OK,C
2026-01-12T05:15:27,SENSOR-017,,4.042,ok,a
2026-01-03T11:12:51,SENSOR-012,71.68,0.923,0,Linea B
2026-01-22 19:28:07,SENSOR-033,54.67,26.014,2,línea C
2026-01-02 20:36:59,SENSOR-010,60.01,3.769,NORMAL,a
2026-01-02 19:14:54,SENSOR-014,"59,0",3.606,warning,A
2026-01-27T07:28:55,SENSOR-026,"199,15",1.405,Alerta,línea B
15/01/2026 01:06,SENSOR-008,34.93,2.089,NORMAL,Linea B
14/01/2026 20:10,SENSOR-028,28.72,2.432,OK,línea C
14/01/2026 10:27,SENSOR-019,34.39,1.612,0,Linea B
2026-01-13T23:10:44,SENSOR-003,42.3,4.698,ok,línea A
31/12/2025 04:42,SENSOR-023,59.86,4.497,0,B
01/01/2026 02:44,SENSOR-003,31.7,4.039,ok,Linea A
2026-01-12T08:25:21,SENSOR-050,47.07,1.028,ok,línea B
2026-01-12T19:21:12,SENSOR-047,49.61,31.962,1,línea B
2026-01-23 01:06:36,SENSOR-029,,3.636,OK,C
27/01/2026 11:08,SENSOR-046,40.22,3.481,0,línea C
2026-01-23T13:54:37,SENSOR-050,75.12,0.666,OK,línea A
13/01/2026 18:20,SENSOR-020,31.85,4.791,0,línea A
2026-01-03T20:51:59,SENSOR-044,71.88,3.333,OK,a
2026-01-11T01:56:41,SENSOR-048,25.44,0.322,0,c
13/01/2026 01:05,SENSOR-040,43.87,1.871,1,Linea A
2025-12-30 03:34:39,SENSOR-001,49.39,3.747,OK,a
19/01/2026 05:36,SENSOR-014,31.86,1.125,0,A
2026-01-28 01:51:41,SENSOR-004,29.19,3.961,WARN,a
06/01/2026 03:31,SENSOR-012,"50,5",1.577,OK,línea C
2026-01-25T04:37:26,SENSOR-016,69.82,3.908,warning,C
2026-01-09T22:30:30,SENSOR-020,49.17,3.589,NORMAL,línea B
17/01/2026 09:03,SENSOR-021,70.88,4.668,ok,A
2026-01-20 17:24:21,SENSOR-009,,4.827,NORMAL,C
2026-01-15 16:56:32,SENSOR-032,40.37,0.595,WARN,línea A
2026-01-14T12:06:13,SENSOR-040,26.71,47.438,OK,línea B
2026-01-03T15:23:20,SENSOR-022,41.13,3.586,ok,línea A
2026-01-01 15:13:57,SENSOR-048,58.8,2.633,NORMAL,línea A
25/01/2026 12:19,SENSOR-035,70.32,1.624,0,c
2026-01-21 23:55:27,SENSOR-022,59.48,0.367,0,a
