fecha,hora,tipo_vehiculo,placa,barra_acceso,engomado,bitacora,foto,capacidad_sobrepasada,descanso_oficial,vacacional,año
2022-06-20,06:36:17,moto,LFS-622,1,sí,no,LFS622_063617.png,no,no,no,2022
2022-06-20,06:38:01,sedan,HSZ-569-S,1,sí,no,HSZ569S_063801.png,no,no,no,2022
2022-06-20,06:44:38,sedan,FLH-485-S,2,sí,no,FLH485S_064438.png,no,no,no,2022
2022-06-20,06:45:24,moto,HLH-105,1,sí,no,HLH105_064524.png,no,no,no,2022
2022-06-20,06:47:08,sedan,LAL-531-S,2,sí,no,LAL531S_064708.png,no,no,no,2022
2022-06-20,06:55:18,camioneta,HLS-582-A,1,sí,no,HLS582A_065518.png,no,no,no,2022
2022-06-20,06:59:23,sedan,AFS-576-L,2,sí,no,AFS576L_065923.png,no,no,no,2022
2022-06-20,06:59:35,sedan,LZA-718-F,1,no,sí,LZA718F_065935.png,no,no,no,2022
2022-06-20,07:07:53,moto,HZZ-400,1,sí,no,HZZ400_070753.png,no,no,no,2022
2022-06-20,07:08:54,sedan,FHL-381-L,2,sí,no,FHL381L_070854.png,no,no,no,2022
2022-06-20,07:24:28,camioneta,SAF-501-Z,2,sí,no,SAF501Z_072428.png,no,no,no,2022
2022-06-20,07:30:08,sedan,ALA-004-A,1,sí,no,ALA004A_073008.png,no,no,no,2022
2022-06-20,07:34:24,moto,HAF-807,1,sí,no,HAF807_073424.png,no,no,no,2022
2022-06-20,07:35:38,sedan,SAA-451-H,2,sí,no,SAA451H_073538.png,no,no,no,2022
2022-06-20,07:46:15,moto,ZZZ-677,2,sí,no,ZZZ677_074615.png,no,no,no,2022
2022-06-20,07:57:58,moto,AFL-428,1,sí,no,AFL428_075758.png,no,no,no,2022
2022-06-20,07:58:06,sedan,LZH-060-Z,1,sí,no,LZH060Z_075806.png,no,no,no,2022
2022-06-20,07:58:09,sedan,FAF-995-L,2,sí,no,FAF995L_075809.png,no,no,no,2022
2022-06-20,07:58:58,sedan,LFS-086-S,1,sí,sí,LFS086S_075858.png,no,no,no,2022
2022-06-20,08:32:18,sedan,FAF-995-L,2,sí,no,FAF995L_083218.png,no,no,no,2022
2022-06-20,08:54:37,carga,AL-2527-S,2,no,sí,AL2527S_085437.png,no,no,no,2022
2022-06-20,09:05:23,sedan,SHZ-939-L,2,sí,no,SHZ939L_090523.png,no,no,no,2022
2022-06-20,09:21:35,sedan,SSH-365-H,2,sí,sí,SSH365H_092135.png,no,no,no,2022
2022-06-20,09:47:34,moto,LZL-694,2,sí,sí,LZL694_094734.png,no,no,no,2022
2022-06-20,10:02:11,sedan,SSS-706-Z,1,sí,no,SSS706Z_100211.png,no,no,no,2022
2022-06-20,10:12:46,sedan,HZH-913-F,2,sí,no,HZH913F_101246.png,no,no,no,2022
2022-06-20,11:09:19,sedan,ZAZ-575-A,1,sí,no,ZAZ575A_110919.png,no,no,no,2022
2022-06-20,11:25:23,sedan,LLZ-233-A,1,sí,no,LLZ233A_112523.png,no,no,no,2022
2022-06-20,11:52:36,sedan,ZAA-524-H,2,sí,no,ZAA524H_115236.png,no,no,no,2022
2022-06-20,12:00:27,sedan,ZLL-530-Z,1,sí,no,ZLL530Z_120027.png,no,no,no,2022
2022-06-20,12:19:39,sedan,FAA-812-H,2,sí,no,FAA812H_121939.png,no,no,no,2022
2022-06-20,12:21:36,camioneta,FFS-317-S,2,sí,no,FFS317S_122136.png,no,no,no,2022
2022-06-20,12:27:01,camioneta,FFZ-058-H,1,sí,no,FFZ058H_122701.png,no,no,no,2022
2022-06-20,12:28:03,moto,FAF-285,2,sí,no,FAF285_122803.png,no,no,no,2022
2022-06-20,12:28:06,moto,FAF-340,2,sí,no,FAF340_122806.png,no,no,no,2022
2022-06-20,12:30:51,moto,FZH-955,1,sí,no,FZH955_123051.png,no,no,no,2022
2022-06-20,12:42:33,moto,HLS-221,2,sí,no,HLS221_124233.png,no,no,no,2022
2022-06-20,12:47:16,camioneta,AFS-062-A,2,sí,no,AFS062A_124716.png,no,no,no,2022
2022-06-20,12:52:19,carga,HS-7619-Z,1,sí,no,HS7619Z_125219.png,no,no,no,2022
2022-06-20,12:55:36,sedan,SLL-204-H,1,sí,no,SLL204H_125536.png,no,no,no,2022
2022-06-20,12:55:58,sedan,ZZH-140-A,2,sí,no,ZZH140A_125558.png,no,no,no,2022
2022-06-20,13:00:36,moto,SHS-938,2,sí,no,SHS938_130036.png,no,no,no,2022
2022-06-20,13:13:27,moto,LHH-325,1,no,sí,LHH325_131327.png,no,no,no,2022
2022-06-20,13:14:58,sedan,HFS-190-L,1,sí,no,HFS190L_131458.png,no,no,no,2022
2022-06-20,13:21:51,carga,FH-7060-H,1,sí,no,FH7060H_132151.png,no,no,no,2022
2022-06-20,13:22:17,sedan,LAL-486-H,1,no,sí,LAL486H_132217.png,no,no,no,2022
2022-06-20,13:23:56,sedan,ZHH-553-L,1,sí,no,ZHH553L_132356.png,no,no,no,2022
2022-06-20,13:28:50,camioneta,HSH-407-A,1,sí,no,HSH407A_132850.png,no,no,no,2022
2022-06-20,13:41:26,moto,ZAA-460,2,sí,no,ZAA460_134126.png,no,no,no,2022
2022-06-20,13:48:07,sedan,LSL-917-S,2,no,sí,LSL917S_134807.png,no,no,no,2022
2022-06-20,16:22:56,moto,LFH-952,2,sí,no,LFH952_162256.png,no,no,no,2022
2022-06-20,16:58:04,sedan,SFA-785-L,2,sí,no,SFA785L_165804.png,no,no,no,2022
2022-06-20,18:44:03,camioneta,ZFA-112-H,1,sí,no,ZFA112H_184403.png,no,no,no,2022
2022-06-20,19:13:17,sedan,HZF-330-H,2,sí,no,HZF330H_191317.png,no,no,no,2022
2022-06-20,19:34:49,sedan,ZHA-953-L,2,sí,no,ZHA953L_193449.png,no,no,no,2022
2022-06-20,19:37:07,sedan,HLS-156-F,1,sí,no,HLS156F_193707.png,no,no,no,2022
2022-06-20,20:17:49,sedan,HFF-424-Z,1,sí,no,HFF424Z_201749.png,no,no,no,2022
2022-06-20,20:18:04,sedan,ZLH-656-A,2,sí,no,ZLH656A_201804.png,no,no,no,2022
2022-06-20,20:52:51,moto,SLS-357,2,no,sí,SLS357_205251.png,no,no,no,2022
2022-06-20,21:01:35,moto,ASF-505,1,sí,no,ASF505_210135.png,no,no,no,2022
2022-06-20,21:14:38,sedan,HFF-424-Z,1,sí,no,HFF424Z_211438.png,no,no,no,2022
2022-06-20,21:16:01,moto,AFL-644,2,sí,no,AFL644_211601.png,no,no,no,2022
2022-06-20,21:16:02,sedan,ZFS-765-H,1,no,sí,ZFS765H_211602.png,no,no,no,2022
2022-06-20,21:17:10,carga,ZL-4647-Z,2,sí,sí,ZL4647Z_211710.png,no,no,no,2022
2022-06-20,21:33:33,sedan,HLL-667-S,1,sí,no,HLL667S_213333.png,no,no,no,2022
2022-06-20,21:52:55,moto,HHZ-186,1,sí,no,HHZ186_215255.png,no,no,no,2022
2022-06-20,22:15:56,sedan,ZZH-140-A,1,sí,no,ZZH140A_221556.png,no,no,no,2022
2022-06-20,22:24:43,moto,FLS-703,1,sí,no,FLS703_222443.png,no,no,no,2022
2022-06-21,06:01:29,sedan,AFA-137-Z,1,sí,no,AFA137Z_060129.png,no,no,no,2022
2022-06-21,06:01:46,moto,FZA-841,2,sí,no,FZA841_060146.png,no,no,no,2022
2022-06-21,06:03:42,sedan,ZAH-479-F,1,sí,no,ZAH479F_060342.png,no,no,no,2022
2022-06-21,06:05:14,sedan,SAA-451-H,2,sí,no,SAA451H_060514.png,no,no,no,2022
2022-06-21,06:32:20,sedan,AFL-716-H,1,sí,no,AFL716H_063220.png,no,no,no,2022
2022-06-21,06:37:49,sedan,LFL-089-S,1,sí,no,LFL089S_063749.png,no,no,no,2022
2022-06-21,06:39:34,sedan,FAA-530-Z,1,sí,no,FAA530Z_063934.png,no,no,no,2022
2022-06-21,06:42:40,moto,LLH-178,1,sí,no,LLH178_064240.png,no,no,no,2022
2022-06-21,06:44:23,sedan,HAH-102-A,2,no,sí,HAH102A_064423.png,no,no,no,2022
2022-06-21,06:46:55,sedan,ZLA-972-Z,2,sí,no,ZLA972Z_064655.png,no,no,no,2022
2022-06-21,06:51:52,sedan,LAF-650-L,2,sí,no,LAF650L_065152.png,no,no,no,2022
2022-06-21,06:52:51,sedan,FFL-797-S,1,sí,no,FFL797S_065251.png,no,no,no,2022
2022-06-21,06:55:27,moto,LZA-243,2,sí,no,LZA243_065527.png,no,no,no,2022
2022-06-21,07:02:21,sedan,FHH-259-L,2,sí,no,FHH259L_070221.png,no,no,no,2022
2022-06-21,07:11:23,sedan,ALZ-300-F,2,sí,no,ALZ300F_071123.png,no,no,no,2022
2022-06-21,07:14:39,moto,LSZ-062,1,sí,no,LSZ062_071439.png,no,no,no,2022
2022-06-21,07:21:48,sedan,LLZ-233-A,1,sí,no,LLZ233A_072148.png,no,no,no,2022
2022-06-21,07:34:52,sedan,LFF-812-Z,2,sí,no,LFF812Z_073452.png,no,no,no,2022
2022-06-21,07:39:59,sedan,LZZ-476-L,2,sí,no,LZZ476L_073959.png,no,no,no,2022
2022-06-21,07:40:11,camioneta,SAF-501-Z,1,sí,no,SAF501Z_074011.png,no,no,no,2022
2022-06-21,07:46:42,camioneta,SSF-926-L,1,no,sí,SSF926L_074642.png,no,no,no,2022
2022-06-21,07:48:38,sedan,SSS-733-H,1,sí,no,SSS733H_074838.png,no,no,no,2022
2022-06-21,07:58:25,sedan,ZHZ-802-H,1,no,sí,ZHZ802H_075825.png,no,no,no,2022
2022-06-21,10:09:49,sedan,LSL-294-F,2,sí,no,LSL294F_100949.png,no,no,no,2022
2022-06-21,12:00:47,camioneta,FFZ-058-H,2,sí,no,FFZ058H_120047.png,no,no,no,2022
2022-06-21,12:09:03,moto,LSH-554,2,sí,sí,LSH554_120903.png,no,no,no,2022
2022-06-21,12:10:20,camioneta,HHH-876-H,1,sí,no,HHH876H_121020.png,no,no,no,2022
2022-06-21,12:22:58,moto,SSA-604,2,sí,no,SSA604_122258.png,no,no,no,2022
2022-06-21,12:25:29,sedan,SSF-421-H,2,sí,no,SSF421H_122529.png,no,no,no,2022
2022-06-21,12:28:30,moto,SLF-927,2,sí,sí,SLF927_122830.png,no,no,no,2022
2022-06-21,12:32:00,moto,LSL-104,1,sí,no,LSL104_123200.png,no,no,no,2022
2022-06-21,12:36:44,moto,AHH-730,2,sí,no,AHH730_123644.png,no,no,no,2022
2022-06-21,12:37:15,sedan,AHS-876-H,2,sí,no,AHS876H_123715.png,no,no,no,2022
2022-06-21,12:50:16,sedan,HLA-829-F,2,sí,no,HLA829F_125016.png,no,no,no,2022
2022-06-21,13:09:37,moto,ALH-537,2,sí,no,ALH537_130937.png,no,no,no,2022
2022-06-21,13:13:40,sedan,FAS-797-Z,1,sí,sí,FAS797Z_131340.png,no,no,no,2022
2022-06-21,13:23:52,moto,FFH-754,2,no,sí,FFH754_132352.png,no,no,no,2022
2022-06-21,13:24:14,moto,ZHS-460,2,sí,no,ZHS460_132414.png,no,no,no,2022
2022-06-21,13:34:45,carga,HZ-4041-F,2,sí,sí,HZ4041F_133445.png,no,no,no,2022
2022-06-21,13:40:54,moto,FSA-113,1,sí,no,FSA113_134054.png,no,no,no,2022
2022-06-21,13:47:27,moto,ASF-886,1,sí,no,ASF886_134727.png,no,no,no,2022
2022-06-21,13:53:02,sedan,AAF-671-L,2,no,sí,AAF671L_135302.png,no,no,no,2022
2022-06-21,13:54:22,moto,SFF-342,2,sí,no,SFF342_135422.png,no,no,no,2022
2022-06-21,13:54:35,sedan,AZF-789-S,2,sí,no,AZF789S_135435.png,no,no,no,2022
2022-06-21,14:01:37,moto,HSS-731,1,sí,no,HSS731_140137.png,no,no,no,2022
2022-06-21,16:20:15,moto,SFA-401,1,sí,no,SFA401_162015.png,no,no,no,2022
2022-06-21,16:30:51,sedan,HZF-330-H,2,sí,no,HZF330H_163051.png,no,no,no,2022
2022-06-21,17:15:54,sedan,HLZ-316-H,1,sí,no,HLZ316H_171554.png,no,no,no,2022
2022-06-21,17:34:12,sedan,HSH-279-F,1,sí,sí,HSH279F_173412.png,no,no,no,2022
2022-06-21,18:29:21,camioneta,LHL-192-F,1,sí,no,LHL192F_182921.png,no,no,no,2022
2022-06-21,18:53:05,camioneta,ZAF-513-S,1,sí,no,ZAF513S_185305.png,no,no,no,2022
2022-06-21,19:26:33,sedan,FAS-560-L,2,no,sí,FAS560L_192633.png,no,no,no,2022
2022-06-21,19:29:40,moto,FHZ-799,1,sí,sí,FHZ799_192940.png,no,no,no,2022
2022-06-21,19:38:27,sedan,LAF-650-L,2,no,sí,LAF650L_193827.png,no,no,no,2022
2022-06-21,20:27:06,sedan,LAH-855-A,1,sí,sí,LAH855A_202706.png,no,no,no,2022
2022-06-21,20:29:52,sedan,LSZ-570-A,1,sí,no,LSZ570A_202952.png,no,no,no,2022
2022-06-21,21:02:58,camioneta,ZSZ-351-L,2,sí,no,ZSZ351L_210258.png,no,no,no,2022
2022-06-21,21:07:49,sedan,SAA-451-H,2,sí,no,SAA451H_210749.png,no,no,no,2022
2022-06-21,21:24:43,moto,HSF-389,1,sí,no,HSF389_212443.png,no,no,no,2022
2022-06-21,21:26:40,sedan,ZAL-424-S,1,sí,no,ZAL424S_212640.png,no,no,no,2022
2022-06-21,21:40:09,sedan,FHH-020-A,2,sí,no,FHH020A_214009.png,no,no,no,2022
2022-06-21,21:51:39,camioneta,HSH-407-A,2,sí,no,HSH407A_215139.png,no,no,no,2022
2022-06-21,21:52:08,moto,LSL-104,1,sí,no,LSL104_215208.png,no,no,no,2022
2022-06-21,21:52:16,sedan,ZFA-145-A,2,sí,no,ZFA145A_215216.png,no,no,no,2022
2022-06-21,21:54:35,camioneta,SHS-993-Z,2,sí,no,SHS993Z_215435.png,no,no,no,2022
2022-06-21,21:57:11,camioneta,AFH-709-S,2,no,sí,AFH709S_215711.png,no,no,no,2022
2022-06-21,21:57:26,moto,ZHF-073,1,no,sí,ZHF073_215726.png,no,no,no,2022
2022-06-21,22:05:13,sedan,FAL-394-Z,2,sí,no,FAL394Z_220513.png,no,no,no,2022
2022-06-21,22:10:43,moto,SLA-986,1,sí,no,SLA986_221043.png,no,no,no,2022
2022-06-21,22:16:06,sedan,FLH-485-S,2,sí,no,FLH485S_221606.png,no,no,no,2022
2022-06-21,22:16:06,sedan,SFA-764-L,1,sí,sí,SFA764L_221606.png,no,no,no,2022
2022-06-21,22:23:34,carga,HF-5328-F,1,sí,no,HF5328F_222334.png,no,no,no,2022
2022-06-21,22:23:53,sedan,HSH-688-S,1,sí,no,HSH688S_222353.png,no,no,no,2022
2022-06-22,06:07:47,moto,FHS-032,2,no,sí,FHS032_060747.png,no,no,no,2022
2022-06-22,06:11:07,moto,SLA-986,1,sí,no,SLA986_061107.png,no,no,no,2022
2022-06-22,06:14:59,sedan,AZL-739-S,2,sí,no,AZL739S_061459.png,no,no,no,2022
2022-06-22,06:16:28,camioneta,ALA-332-F,2,sí,no,ALA332F_061628.png,no,no,no,2022
2022-06-22,06:20:45,sedan,HZS-688-H,1,sí,no,HZS688H_062045.png,no,no,no,2022
2022-06-22,06:27:17,moto,LFZ-498,2,sí,no,LFZ498_062717.png,no,no,no,2022
2022-06-22,06:27:45,sedan,HFF-424-Z,1,sí,no,HFF424Z_062745.png,no,no,no,2022
2022-06-22,06:27:48,moto,AAH-864,2,no,sí,AAH864_062748.png,no,no,no,2022
2022-06-22,06:33:26,sedan,AHH-058-S,1,sí,no,AHH058S_063326.png,no,no,no,2022
2022-06-22,06:37:00,sedan,AHA-123-F,1,sí,no,AHA123F_063700.png,no,no,no,2022
2022-06-22,06:51:22,camioneta,FAL-203-F,1,sí,no,FAL203F_065122.png,no,no,no,2022
2022-06-22,06:58:03,camioneta,SHS-993-Z,1,sí,no,SHS993Z_065803.png,no,no,no,2022
2022-06-22,07:10:12,sedan,LSZ-570-A,1,sí,no,LSZ570A_071012.png,no,no,no,2022
2022-06-22,07:13:35,sedan,SSL-510-A,2,sí,no,SSL510A_071335.png,no,no,no,2022
2022-06-22,07:13:42,moto,FHL-294,1,sí,no,FHL294_071342.png,no,no,no,2022
2022-06-22,07:17:31,carga,AL-2527-S,2,no,sí,AL2527S_071731.png,no,no,no,2022
2022-06-22,07:17:32,sedan,SLA-656-Z,1,sí,no,SLA656Z_071732.png,no,no,no,2022
2022-06-22,07:18:12,sedan,SAA-826-S,2,sí,no,SAA826S_071812.png,no,no,no,2022
2022-06-22,07:22:34,sedan,FAA-846-H,2,sí,sí,FAA846H_072234.png,no,no,no,2022
2022-06-22,07:25:27,sedan,LSA-729-A,1,sí,no,LSA729A_072527.png,no,no,no,2022
2022-06-22,07:25:30,sedan,LFZ-157-S,1,sí,no,LFZ157S_072530.png,no,no,no,2022
2022-06-22,07:25:37,sedan,ZLH-656-A,2,sí,no,ZLH656A_072537.png,no,no,no,2022
2022-06-22,07:25:39,moto,FFZ-798,1,sí,no,FFZ798_072539.png,no,no,no,2022
2022-06-22,07:47:13,sedan,HLS-156-F,1,sí,no,HLS156F_074713.png,no,no,no,2022
2022-06-22,07:56:04,camioneta,SLF-382-F,2,sí,sí,SLF382F_075604.png,no,no,no,2022
2022-06-22,09:22:43,moto,SSA-604,2,no,sí,SSA604_092243.png,no,no,no,2022
2022-06-22,10:10:04,sedan,LAZ-561-L,1,sí,no,LAZ561L_101004.png,no,no,no,2022
2022-06-22,10:15:19,sedan,SLF-809-S,2,sí,no,SLF809S_101519.png,no,no,no,2022
2022-06-22,10:44:58,carga,AS-8268-F,1,sí,no,AS8268F_104458.png,no,no,no,2022
2022-06-22,12:20:28,moto,HAL-365,2,sí,no,HAL365_122028.png,no,no,no,2022
2022-06-22,12:39:41,carga,LL-0291-A,2,sí,no,LL0291A_123941.png,no,no,no,2022
2022-06-22,12:41:22,sedan,FZS-452-Z,2,sí,no,FZS452Z_124122.png,no,no,no,2022
2022-06-22,12:44:26,sedan,FAF-995-L,1,sí,no,FAF995L_124426.png,no,no,no,2022
2022-06-22,12:46:46,moto,FHA-211,2,no,sí,FHA211_124646.png,no,no,no,2022
2022-06-22,12:49:28,moto,FFA-714,2,sí,no,FFA714_124928.png,no,no,no,2022
2022-06-22,12:59:38,sedan,LLF-490-Z,1,sí,no,LLF490Z_125938.png,no,no,no,2022
2022-06-22,13:00:36,sedan,LHF-871-H,1,sí,no,LHF871H_130036.png,no,no,no,2022
2022-06-22,13:03:23,moto,ZHS-460,1,sí,no,ZHS460_130323.png,no,no,no,2022
2022-06-22,13:34:16,sedan,LSA-745-S,1,sí,sí,LSA745S_133416.png,no,no,no,2022
2022-06-22,13:38:43,sedan,FAA-887-A,2,sí,no,FAA887A_133843.png,no,no,no,2022
2022-06-22,13:39:31,camioneta,SHS-993-Z,2,sí,no,SHS993Z_133931.png,no,no,no,2022
2022-06-22,13:50:29,sedan,LSA-729-A,2,sí,no,LSA729A_135029.png,no,no,no,2022
2022-06-22,13:53:07,moto,LZH-868,1,sí,no,LZH868_135307.png,no,no,no,2022
2022-06-22,13:57:24,sedan,AZA-092-L,2,sí,no,AZA092L_135724.png,no,no,no,2022
2022-06-22,16:10:12,sedan,HAZ-682-L,2,sí,no,HAZ682L_161012.png,no,no,no,2022
2022-06-22,16:14:59,sedan,AHZ-362-F,1,sí,no,AHZ362F_161459.png,no,no,no,2022
2022-06-22,16:46:30,sedan,SSL-283-Z,2,sí,no,SSL283Z_164630.png,no,no,no,2022
2022-06-22,17:25:06,sedan,SZH-547-H,1,sí,sí,SZH547H_172506.png,no,no,no,2022
2022-06-22,18:13:29,moto,ZFS-984,1,sí,no,ZFS984_181329.png,no,no,no,2022
2022-06-22,18:32:53,sedan,LFL-089-S,1,sí,no,LFL089S_183253.png,no,no,no,2022
2022-06-22,19:36:06,camioneta,SSA-332-A,1,sí,no,SSA332A_193606.png,no,no,no,2022
2022-06-22,19:36:42,sedan,ZLH-656-A,2,sí,no,ZLH656A_193642.png,no,no,no,2022
2022-06-22,21:13:38,sedan,ZLL-530-Z,1,sí,no,ZLL530Z_211338.png,no,no,no,2022
2022-06-22,21:20:54,sedan,LFS-285-L,2,sí,no,LFS285L_212054.png,no,no,no,2022
2022-06-22,21:23:57,moto,HZZ-400,2,sí,no,HZZ400_212357.png,no,no,no,2022
2022-06-22,21:31:38,sedan,SLS-323-H,2,sí,no,SLS323H_213138.png,no,no,no,2022
2022-06-22,21:34:33,camioneta,ALS-471-F,1,sí,no,ALS471F_213433.png,no,no,no,2022
2022-06-22,21:42:06,sedan,HZS-422-A,1,sí,no,HZS422A_214206.png,no,no,no,2022
2022-06-22,21:42:22,moto,FHS-876,1,sí,no,FHS876_214222.png,no,no,no,2022
2022-06-22,21:55:24,camioneta,FFZ-058-H,2,sí,no,FFZ058H_215524.png,no,no,no,2022
2022-06-22,22:07:49,sedan,SLL-465-S,2,sí,no,SLL465S_220749.png,no,no,no,2022
2022-06-22,22:15:29,sedan,ASA-651-A,2,sí,sí,ASA651A_221529.png,no,no,no,2022
2022-06-22,22:15:57,camioneta,ZHZ-196-S,2,sí,no,ZHZ196S_221557.png,no,no,no,2022
2022-06-22,22:29:24,sedan,AFF-795-F,2,no,sí,AFF795F_222924.png,no,no,no,2022
2022-06-23,06:01:24,moto,HAA-724,2,no,sí,HAA724_060124.png,no,no,no,2022
2022-06-23,06:14:33,sedan,AHZ-513-Z,2,sí,no,AHZ513Z_061433.png,no,no,no,2022
2022-06-23,06:14:53,sedan,ZSL-097-A,2,sí,no,ZSL097A_061453.png,no,no,no,2022
2022-06-23,06:35:38,camioneta,SSF-926-L,2,sí,no,SSF926L_063538.png,no,no,no,2022
2022-06-23,06:47:37,sedan,ZSZ-632-L,1,sí,sí,ZSZ632L_064737.png,no,no,no,2022
2022-06-23,06:55:55,moto,FHL-294,2,sí,no,FHL294_065555.png,no,no,no,2022
2022-06-23,07:04:13,moto,HLL-219,1,sí,sí,HLL219_070413.png,no,no,no,2022
2022-06-23,07:14:13,sedan,LLF-231-H,1,no,sí,LLF231H_071413.png,no,no,no,2022
2022-06-23,07:14:52,camioneta,SZZ-039-H,2,sí,no,SZZ039H_071452.png,no,no,no,2022
2022-06-23,07:18:00,sedan,LZL-090-S,1,sí,no,LZL090S_071800.png,no,no,no,2022
2022-06-23,07:25:28,moto,FHS-032,1,sí,no,FHS032_072528.png,no,no,no,2022
2022-06-23,07:28:47,camioneta,ZSL-234-F,2,sí,no,ZSL234F_072847.png,no,no,no,2022
2022-06-23,07:34:50,sedan,AHL-324-A,1,sí,no,AHL324A_073450.png,no,no,no,2022
2022-06-23,07:46:10,camioneta,AFS-062-A,2,sí,no,AFS062A_074610.png,no,no,no,2022
2022-06-23,07:47:02,carga,LL-0291-A,1,sí,no,LL0291A_074702.png,no,no,no,2022
2022-06-23,07:49:18,moto,SSA-604,1,sí,no,SSA604_074918.png,no,no,no,2022
2022-06-23,07:49:33,moto,SFF-342,1,sí,no,SFF342_074933.png,no,no,no,2022
2022-06-23,07:51:08,moto,HZZ-400,2,sí,no,HZZ400_075108.png,no,no,no,2022
2022-06-23,07:51:53,sedan,ZAL-652-L,2,sí,no,ZAL652L_075153.png,no,no,no,2022
2022-06-23,07:53:09,sedan,FFL-526-L,2,sí,no,FFL526L_075309.png,no,no,no,2022
2022-06-23,07:58:45,camioneta,SZZ-039-H,1,sí,no,SZZ039H_075845.png,no,no,no,2022
2022-06-23,08:19:22,sedan,ZLA-475-H,2,sí,no,ZLA475H_081922.png,no,no,no,2022
2022-06-23,08:43:25,sedan,SHL-569-S,2,sí,sí,SHL569S_084325.png,no,no,no,2022
2022-06-23,08:56:32,sedan,ZLF-918-L,2,sí,no,ZLF918L_085632.png,no,no,no,2022
2022-06-23,09:43:31,moto,LZH-551,2,no,sí,LZH551_094331.png,no,no,no,2022
2022-06-23,09:55:25,camioneta,ZHF-073-A,2,sí,no,ZHF073A_095525.png,no,no,no,2022
2022-06-23,12:02:21,sedan,ZHH-553-L,1,no,sí,ZHH553L_120221.png,no,no,no,2022
2022-06-23,12:04:20,sedan,HZA-485-L,2,sí,no,HZA485L_120420.png,no,no,no,2022
2022-06-23,12:07:53,sedan,LAL-486-H,2,sí,no,LAL486H_120753.png,no,no,no,2022
2022-06-23,12:09:36,moto,SZS-178,1,no,sí,SZS178_120936.png,no,no,no,2022
2022-06-23,12:24:12,sedan,LSZ-570-A,2,sí,no,LSZ570A_122412.png,no,no,no,2022
2022-06-23,12:33:42,moto,SLA-430,1,sí,no,SLA430_123342.png,no,no,no,2022
2022-06-23,12:43:48,sedan,SLF-809-S,1,sí,no,SLF809S_124348.png,no,no,no,2022
2022-06-23,12:44:35,moto,FAF-340,2,sí,no,FAF340_124435.png,no,no,no,2022
2022-06-23,12:45:35,camioneta,HSH-407-A,1,sí,no,HSH407A_124535.png,no,no,no,2022
2022-06-23,12:56:47,moto,ZSL-174,1,sí,no,ZSL174_125647.png,no,no,no,2022
2022-06-23,13:20:33,sedan,HZF-733-L,1,sí,no,HZF733L_132033.png,no,no,no,2022
2022-06-23,13:22:50,sedan,HLS-922-Z,2,sí,no,HLS922Z_132250.png,no,no,no,2022
2022-06-23,13:27:02,sedan,SZL-844-Z,2,sí,sí,SZL844Z_132702.png,no,no,no,2022
2022-06-23,13:33:06,sedan,ZZA-257-S,2,sí,no,ZZA257S_133306.png,no,no,no,2022
2022-06-23,13:38:54,moto,SZF-349,2,sí,no,SZF349_133854.png,no,no,no,2022
2022-06-23,13:43:20,sedan,AAF-980-A,1,sí,no,AAF980A_134320.png,no,no,no,2022
2022-06-23,13:48:23,sedan,ZSZ-333-L,2,sí,no,ZSZ333L_134823.png,no,no,no,2022
2022-06-23,13:50:12,sedan,HZF-330-H,1,sí,no,HZF330H_135012.png,no,no,no,2022
2022-06-23,13:50:53,camioneta,LHL-141-S,2,no,sí,LHL141S_135053.png,no,no,no,2022
2022-06-23,13:57:03,moto,HSF-988,2,sí,sí,HSF988_135703.png,no,no,no,2022
2022-06-23,14:22:47,sedan,AFF-795-F,1,no,sí,AFF795F_142247.png,no,no,no,2022
2022-06-23,15:04:04,moto,HAH-761,2,sí,no,HAH761_150404.png,no,no,no,2022
2022-06-23,15:13:26,sedan,ZLL-530-Z,1,sí,no,ZLL530Z_151326.png,no,no,no,2022
2022-06-23,16:47:35,carga,AS-1960-S,1,sí,no,AS1960S_164735.png,no,no,no,2022
2022-06-23,16:57:51,moto,LFL-349,2,sí,no,LFL349_165751.png,no,no,no,2022
2022-06-23,17:10:27,moto,FAS-662,1,no,sí,FAS662_171027.png,no,no,no,2022
2022-06-23,17:29:40,moto,ZSZ-969,1,sí,no,ZSZ969_172940.png,no,no,no,2022
2022-06-23,19:36:37,moto,ZAA-460,1,sí,no,ZAA460_193637.png,no,no,no,2022
2022-06-23,19:46:23,camioneta,HSF-434-H,1,no,sí,HSF434H_194623.png,no,no,no,2022
2022-06-23,20:36:26,carga,ZL-6434-H,1,sí,no,ZL6434H_203626.png,no,no,no,2022
2022-06-23,20:37:55,moto,SZF-215,2,sí,no,SZF215_203755.png,no,no,no,2022
2022-06-23,21:03:36,moto,LFL-547,2,no,sí,LFL547_210336.png,no,no,no,2022
2022-06-23,21:03:40,sedan,ZZH-292-S,2,sí,no,ZZH292S_210340.png,no,no,no,2022
2022-06-23,21:17:24,sedan,LZA-718-F,2,sí,no,LZA718F_211724.png,no,no,no,2022
2022-06-23,21:20:58,sedan,FFS-345-Z,2,sí,no,FFS345Z_212058.png,no,no,no,2022
2022-06-23,21:27:27,moto,ZFZ-023,2,no,sí,ZFZ023_212727.png,no,no,no,2022
2022-06-23,21:35:30,moto,ZSL-174,2,sí,no,ZSL174_213530.png,no,no,no,2022
